"strategy","genes","s","N","gen","n_rep","p_lost","ibd","ibd_sd","rpg","drag","p_ibd","p_drag","p_both","drag_q95","p_both_lo","p_both_hi","gain"
"bg",1,0.6,200,2,90,0,0.989446107784431,0.00324242378508952,0.95604624085163,35.0555555555556,1,0.5,0.5,71.375,0.392697998948573,0.607302001051427,0.019360410567818
"bg",1,0.6,200,3,90,0,0.996914504324684,0.00133626989882046,0.984472721224218,12,1,0.922222222222222,0.922222222222222,42.5,0.846293891918057,0.96815743687868,0.00503718064377382
"bg",1,0.6,250,1,90,0,0.95146373918829,0.0081986034598518,0.850690286094478,87.3333333333333,1,0.0555555555555556,0.0555555555555556,176.625,0.0182825458148836,0.124902665929017,0.0584764339018367
"bg",1,0.6,250,2,90,0,0.989920159680639,0.00355037279297032,0.958932135728543,36.9166666666667,1,0.433333333333333,0.433333333333333,72.75,0.329184284821458,0.541994250777973,0.0190024488274193
"bg",1,0.6,250,3,90,0,0.997155688622754,0.0013380222474829,0.987200598802395,10.25,1,0.977777777777778,0.977777777777778,30,0.922022314522336,0.997297364149852,0.00503215984973727
"bg",1,0.6,320,1,90,0,0.952603127079175,0.00848826392545429,0.852262142381903,78.8888888888889,1,0.1,0.1,188.875,0.0467553152741643,0.181359972883932,0.0585612682501047
"bg",1,0.6,320,2,90,0,0.990909846972721,0.00298466445833281,0.960113107119095,33.4166666666667,1,0.566666666666667,0.566666666666667,68,0.458005749222027,0.670815715178542,0.0189902615498406
"bg",1,0.6,320,3,90,0,0.997455089820359,0.0012074462750818,0.987025948103792,9.36111111111111,1,0.977777777777778,0.977777777777778,22.75,0.922022314522336,0.997297364149852,0.00450844668958895
"bg",1,0.6,400,1,90,0,0.953617764471058,0.00725566111749234,0.853035595475715,73.6111111111111,1,0.166666666666667,0.166666666666667,166.625,0.0963914275891819,0.25995055360842,0.0598489333318575
"bg",1,0.6,400,2,90,0,0.99148369926813,0.00311271813307973,0.961360612109115,32.2222222222222,1,0.633333333333333,0.633333333333333,83.875,0.52514879255029,0.732478428158446,0.0190704480289225
"bg",1,0.6,400,3,90,0,0.997687957418496,0.00110875937700994,0.98769128409847,7.72222222222222,1,0.988888888888889,0.988888888888889,15,0.939642519425268,0.999718730586057,0.0043657042810814
"bg",2,0.6,20,1,300,0.0033333333333333,0.912475216790499,0.0159200456707844,0.776573107964673,187.031772575251,0.813333333333333,0.02,0.01,312.5,0.00206700723509232,0.0289445112556926,0.0243898311833094
"bg",2,0.6,20,2,300,0.0033333333333333,0.959565818196383,0.0113520968259585,0.8959756073138,122.157190635451,0.996666666666667,0.11,0.11,227.5,0.0769389635276147,0.151003221574725,0.0133075580476973
"bg",2,0.6,20,3,300,0.0033333333333333,0.978376023871988,0.00697609677268446,0.947639837382092,82.1822742474916,0.996666666666667,0.316666666666667,0.316666666666667,155,0.264404361106815,0.372594493813449,0.00652745114961986
"bg",2,0.6,40,1,300,0,0.921342315369261,0.0135682446980553,0.796354790419162,179.05,0.96,0.0233333333333333,0.0233333333333333,297.625,0.00943150206179464,0.0474825650297819,0.0335298379320427
