"cycle","index","GD","GD_pool","gd_ref","alpha","theta","F_hom","F_drift","GD_BS","GD_T","theta_A","theta_B","Ns","max_line","var_g","var_genic","regime","seed"
5,6.5927015658925,0.275843611111111,0.2790964,0.277689403125,0.00664696597391594,0.724156388888889,0.140196540197391,0.217956010853862,0.101783611111111,0.275843611111111,0.833414166666667,0.818465833333333,0.690458591088558,12,0.610421771035767,0.634235431035053,"injected",1
6,7.76769743790853,0.265466944444444,0.270646,0.269217595486111,0.0139316712746594,0.734533055555556,0.165559034925669,0.262401038214963,0.114188888888889,0.265466944444445,0.856552777777778,0.840891111111111,0.68070455947259,18,0.598688633788904,0.553848041000831,"injected",1
7,8.61747115028128,0.258261180555556,0.2616044,0.260493570833333,0.00856984788774722,0.741738819444444,0.187348347313255,0.289801771754892,0.126369930555556,0.258261180555555,0.876058055555555,0.860159444444445,0.674091724597204,13,0.491933786077328,0.453732003156244,"injected",1
8,7.13897107557587,0.287418333333333,0.2859748,0.284429360763889,-0.0105086639488167,0.712581666666667,0.100254721422761,0.183314377077913,0.0926025,0.287418333333333,0.80553,0.804838333333333,0.701673960177664,11,7.28590332973523,0.705923967055515,"injected",1
9,7.71482705051966,0.283735902777778,0.285722,0.284555010069444,0.00287855515693335,0.716264097222222,0.117958486028085,0.195929433316597,0.0981338194444443,0.283735902777778,0.810488333333333,0.8183075,0.69806653989649,9,4.21545690245319,0.69508683593026,"injected",1
10,8.68532205111792,0.273029166666667,0.2784152,0.277226741319444,0.0151413050299538,0.726970833333333,0.14798434857154,0.243191971744503,0.117111944444444,0.273029166666667,0.846840833333333,0.841324722222222,0.687785502627914,9,2.1097696063837,0.61555941072425,"injected",1
11,9.5256813510893,0.265732916666667,0.2722908,0.271030378819444,0.0195456397760741,0.734267083333333,0.16711459830149,0.276041091136057,0.127872638888889,0.265732916666667,0.866367222222222,0.857912222222222,0.680951129839789,13,1.00231270037796,0.507889498975653,"injected",1
12,9.96758800656296,0.261172638888889,0.2656592,0.264670043055556,0.0132142048502731,0.738827361111111,0.179481014927979,0.300681697682168,0.134210416666667,0.261172638888889,0.870864444444445,0.875211111111111,0.676748082594096,14,0.709923693955934,0.414728839644298,"injected",1
13,10.4591143721586,0.256895416666667,0.2606688,0.259742171875,0.010959926868184,0.743104583333333,0.191735389500776,0.32491019363368,0.140985416666667,0.256895416666667,0.882143333333333,0.886036666666667,0.672852800553534,14,0.322770496020674,0.377929314543439,"injected",1
14,11.1234995952238,0.250564375,0.2558176,0.254923605555556,0.0171001447514267,0.749435625,0.211204609511818,0.348387791881694,0.149001458333333,0.250564375,0.890675833333333,0.906198333333333,0.667168711121786,14,0.376237518235953,0.313267775514601,"injected",1
15,11.7874299924695,0.241099861111111,0.2463164,0.245601972569444,0.018330925485789,0.758900138888889,0.238732341629372,0.386691968577376,0.158221805555555,0.241099861111111,0.903325277777778,0.930918611111111,0.658848212535649,16,0.181212541839647,0.211305165007919,"injected",1
0,1.26858851111997,0.320892291666667,0.327496,0.325230071875,0.0133375741773367,0.679107708333333,0.0200047659578925,0.0228989963819396,0.0400935416666668,0.320892291666667,0.722432777777778,0.715969722222222,0.736260233633779,9,1,1.1578933721548,"closed",2
1,2.59296988509537,0.311557708333333,0.318298,0.316213769791667,0.0147244108357487,0.688442291666667,0.0463351705068478,0.0589080466387439,0.0511356250000001,0.311557708333333,0.741758611111111,0.737397222222222,0.726277287221181,15,0.857420465180201,1.06193276092265,"closed",2
2,3.47270257050627,0.296356597222222,0.3034144,0.301510279861111,0.0170928919613054,0.703643402777778,0.0977985574169977,0.099337946137375,0.063343125,0.296356597222222,0.775405,0.758568055555556,0.710587206568194,13,0.529410157652019,0.91801070711619,"closed",2
3,3.92750405384432,0.290196319444444,0.2943428,0.292548783680556,0.00804127163516022,0.709803680555556,0.111811750396332,0.123479425940936,0.0720520138888889,0.290196319444445,0.783763333333333,0.779948055555555,0.704420128687774,11,0.812465220676327,0.874009517825745,"closed",2
4,4.88112516314412,0.278160555555556,0.28452,0.282808320486111,0.0164343288152437,0.721839444444444,0.149319167501627,0.156187393016716,0.0796766666666667,0.278160555555556,0.806459722222222,0.7965725,0.69267480995697,15,0.520821504589453,0.788962854942152,"closed",2
5,5.9829519138333,0.269465694444444,0.2753468,0.273644325694444,0.015270301108549,0.730534305555556,0.175121973302202,0.181828341318659,0.0883709722222221,0.269465694444444,0.821235,0.816575555555556,0.684430554729063,19,0.733281262502899,0.678458841680556,"closed",2
6,7.03989861852459,0.258941805555556,0.2641116,0.2628925875,0.0150281222533307,0.741058194444444,0.208755691852249,0.222483904215846,0.101399305555556,0.258941805555556,0.847603888888889,0.837311111111111,0.674710844233818,16,0.571627695488502,0.610702999821504,"closed",2
7,7.6526075143844,0.250484791666667,0.2552964,0.253958890625,0.013679768996405,0.749515208333333,0.232681947279915,0.247718552201106,0.107772430555556,0.250484791666667,0.865090277777778,0.849485,0.667097871318488,11,0.279893293296807,0.528543374409924,"closed",2
8,8.58419845625835,0.240646111111111,0.2463876,0.24536953125,0.0192502309264972,0.759353888888889,0.259707880486821,0.278812050260967,0.116412222222222,0.240646111111111,0.883901666666667,0.867630555555556,0.658454519448917,17,0.338538650955603,0.464581017667236,"closed",2
9,9.37021106360031,0.231976527777778,0.2337976,0.233019387152778,0.00447541892433296,0.768023472222222,0.285565734431112,0.310154710312265,0.12635875,0.231976527777778,0.900965555555555,0.887798888888889,0.651021769625458,14,0.305897077523568,0.381848903964844,"closed",2
10,10.1059188828006,0.227239236111111,0.2315856,0.230751291319444,0.0152200890762141,0.772760763888889,0.301099090024833,0.329214172422626,0.134449097222222,0.227239236111111,0.923595833333333,0.890823888888889,0.647030780242735,22,0.273028781359668,0.335305641316591,"closed",2
11,10.5369464228457,0.222882847222222,0.2269984,0.226302579861111,0.0151113285627929,0.777117152777778,0.313529048981022,0.347075721987414,0.139310208333333,0.222882847222222,0.935368055555555,0.897486666666667,0.643403633818618,10,0.189443994618754,0.263325127910062,"closed",2
12,11.1352165322905,0.216020347222222,0.2204524,0.219912579166667,0.0176989963884451,0.783979652777778,0.338512459542999,0.363462586414899,0.145111319444444,0.216020347222222,0.949659444444445,0.9085225,0.637771654185682,13,0.161434313298005,0.232918486214216,"closed",2
13,11.6678457273217,0.210582291666667,0.2143008,0.213851020486111,0.0152850746843022,0.789417708333333,0.351849499083844,0.386908111349496,0.148884097222222,0.210582291666667,0.952149444444444,0.924454166666667,0.633378241610048,16,0.140288434361223,0.178845994950634,"closed",2
14,12.0968990516783,0.204231180555556,0.2085896,0.208102381597222,0.0186023870171716,0.795768819444444,0.370561587148236,0.406472824125795,0.153526597222222,0.204231180555556,0.959455,0.939135833333333,0.628323186059324,16,0.0949936992758631,0.124981976809522,"closed",2
15,12.4408844258021,0.199873402777778,0.2033528,0.202922297222222,0.0150249355846074,0.800126597222222,0.388995824600953,0.409884789795504,0.158260763888889,0.199873402777778,0.967258888888889,0.949515833333333,0.62490111156889,20,0.0517109118166246,0.0967334920210642,"closed",2
0,1.26858851111997,0.320892291666667,0.327496,0.325230071875,0.0133375741773367,0.679107708333333,0.0200047659578925,0.0228989963819396,0.0400935416666668,0.320892291666667,0.722432777777778,0.715969722222222,0.736260233633779,9,1,1.1578933721548,"injected",2
1,2.59296988509537,0.311557708333333,0.318298,0.316213769791667,0.0147244108357487,0.688442291666667,0.0463351705068478,0.0589080466387439,0.0511356250000001,0.311557708333333,0.741758611111111,0.737397222222222,0.726277287221181,15,0.857420465180201,1.06193276092265,"injected",2
2,3.47270257050627,0.296356597222222,0.3034144,0.301510279861111,0.0170928919613054,0.703643402777778,0.0977985574169977,0.099337946137375,0.063343125,0.296356597222222,0.775405,0.758568055555556,0.710587206568194,13,0.529410157652019,0.91801070711619,"injected",2
3,3.92750405384432,0.290196319444444,0.2943428,0.292548783680556,0.00804127163516022,0.709803680555556,0.111811750396332,0.123479425940936,0.0720520138888889,0.290196319444445,0.783763333333333,0.779948055555555,0.704420128687774,11,0.812465220676327,0.874009517825745,"injected",2
4,4.88112516314412,0.278160555555556,0.28452,0.282808320486111,0.0164343288152437,0.721839444444444,0.149319167501627,0.156187393016716,0.0796766666666667,0.278160555555556,0.806459722222222,0.7965725,0.69267480995697,15,0.520821504589453,0.788962854942152,"injected",2
5,5.9829519138333,0.269465694444444,0.2753468,0.273644325694444,0.015270301108549,0.730534305555556,0.175121973302202,0.181828341318659,0.0883709722222221,0.269465694444444,0.821235,0.816575555555556,0.684430554729063,19,0.733281262502899,0.678458841680556,"injected",2
6,7.03989861852459,0.258941805555556,0.2641116,0.2628925875,0.0150281222533307,0.741058194444444,0.208755691852249,0.222483904215846,0.101399305555556,0.258941805555556,0.847603888888889,0.837311111111111,0.674710844233818,16,0.571627695488502,0.610702999821504,"injected",2
7,7.6526075143844,0.250484791666667,0.2552964,0.253958890625,0.013679768996405,0.749515208333333,0.232681947279915,0.247718552201106,0.107772430555556,0.250484791666667,0.865090277777778,0.849485,0.667097871318488,11,0.279893293296807,0.528543374409924,"injected",2
8,6.74131395322508,0.272026458333333,0.2780796,0.27636815625,0.0157098342138204,0.727973541666667,0.165968239467863,0.179861905583806,0.0845977083333334,0.272026458333333,0.824240555555556,0.800901944444445,0.686838149165792,12,6.21256187458117,0.76653394878002,"injected",2
9,7.97222596326268,0.259581875,0.2603988,0.259340726736111,-0.000929851114877924,0.740418125,0.198270081264048,0.231538697488792,0.100492569444444,0.259581875,0.859673055555555,0.822148333333333,0.675294111688581,10,2.35342823448161,0.562540880689636,"injected",2
10,8.82661092184219,0.253263125,0.2537048,0.252532339236111,-0.00289383041435197,0.746736875,0.218086315214489,0.251740660131244,0.105927152777778,0.253263125,0.871840833333333,0.833487222222222,0.669579897202746,18,1.62947519663442,0.516803778152713,"injected",2
11,9.83524516423629,0.2401575,0.2424572,0.241604484027778,0.00598906114512097,0.7598425,0.254088392649824,0.30082634111957,0.119755833333333,0.2401575,0.899913611111111,0.859283055555556,0.65803110513034,14,0.757378944328729,0.372303274904042,"injected",2
12,10.5615802223909,0.233239861111111,0.2353664,0.234519532986111,0.00545656840906181,0.766760138888889,0.278420213248132,0.324488777124055,0.127995416666667,0.233239861111111,0.913801111111111,0.87571,0.652094409504059,15,0.452622323900592,0.310088973132962,"injected",2
13,11.1192383860076,0.226782291666667,0.2319188,0.231126292708333,0.018794923722281,0.773217708333333,0.297290557189416,0.342172605947768,0.133161597222222,0.226782291666667,0.923934722222222,0.888823888888889,0.646648407830373,23,0.236647167117049,0.253767112414547,"injected",2
14,11.6240541217012,0.221781736111111,0.2254716,0.224714830555556,0.0130525183281988,0.778218263888889,0.315712046310241,0.361632380480396,0.138726319444444,0.221781736111111,0.927865833333333,0.906023333333333,0.642493273675453,17,0.34329085332965,0.216460514136393,"injected",2
15,11.948795923303,0.219115555555556,0.2219432,0.221204794791667,0.00944481894291135,0.780884444444444,0.325086573947559,0.371136668441323,0.141842777777778,0.219115555555556,0.935981666666667,0.909472777777778,0.640299603298824,12,0.227794202431936,0.191569780413476,"injected",2
0,1.74225379723394,0.326997013888889,0.3345224,0.332128914583333,0.015451532429456,0.673002986111111,0.0208727354658382,0.0361833482254012,0.0467979861111112,0.326997013888889,0.714955,0.724646944444444,0.742938754089646,16,1,1.09783115172632,"closed",3
1,2.60459688113292,0.315998194444444,0.321748,0.319738922569444,0.0116993204797817,0.684001805555556,0.0540365796595228,0.0717517596090909,0.0588218055555556,0.315998194444445,0.732246388888889,0.753400833333333,0.730992222445807,9,0.953498448465796,0.982766856961423,"closed",3
2,3.46365426382913,0.3054425,0.3119652,0.310057712152778,0.0148850100219527,0.6945575,0.0819304865162364,0.1047693018424,0.0681822222222221,0.3054425,0.752638055555556,0.772841388888889,0.719882803079659,10,0.79015319444504,0.878080285775741,"closed",3
3,4.24596248808542,0.294220763888889,0.3015364,0.299645500347222,0.0181038475533499,0.705779236111111,0.122790392649403,0.136694787140156,0.079394513888889,0.294220763888889,0.773952222222222,0.796395277777778,0.708436823325991,11,0.792359417144126,0.803198107799923,"closed",3
4,5.15264035285816,0.285065,0.2888172,0.286962314930556,0.00661172158098427,0.714935,0.144044536150806,0.168703147704002,0.0904325,0.285065,0.796477222222223,0.814257777777777,0.699364277871415,12,0.520234979272907,0.688083360793655,"closed",3
5,6.03384849735353,0.272634097222222,0.2789596,0.277623115972222,0.0179704731449639,0.727365902777778,0.176748934563228,0.218250161237715,0.105012847222222,0.272634097222222,0.818373888888889,0.846383611111111,0.687411931313418,17,0.336807288733842,0.595212392167711,"closed",3
6,6.54079170117912,0.270607222222222,0.2742932,0.272942125,0.00855457096546661,0.729392777777778,0.18467847847464,0.220744162182397,0.106401666666667,0.270607222222222,0.820865,0.850723888888889,0.68550171489679,12,0.419649115507465,0.530854299558483,"closed",3
7,7.32733747985114,0.263316736111111,0.2700424,0.268687505208333,0.0199889053011897,0.736683263888889,0.203522983904586,0.249234746152404,0.114952430555555,0.263316736111111,0.832311388888889,0.87096,0.678717740050917,18,0.396447453210299,0.504060620061656,"closed",3
8,7.99271617582816,0.254361180555556,0.2572444,0.25618599375,0.00712300140898878,0.745638819444444,0.230521054462921,0.273738982046895,0.122949375,0.254361180555555,0.860288055555556,0.876888333333333,0.670565945550604,19,0.473375876685869,0.410867052344869,"closed",3
9,8.69773080036456,0.247473194444444,0.2508752,0.249967830902778,0.00997983000181949,0.752526805555556,0.250785666326042,0.301297897009211,0.131580972222222,0.247473194444444,0.876968333333333,0.891247222222222,0.664428158982155,12,0.282484984886155,0.33839932087946,"closed",3
10,9.11313375350797,0.240641875,0.2459428,0.245189509027778,0.0185474249930594,0.759358125,0.269946691457833,0.323587757075719,0.138615347222222,0.240641875,0.892503611111111,0.903443333333333,0.658450846232797,13,0.199138640052487,0.292933827070381,"closed",3
11,9.80238242440878,0.235093055555556,0.2390572,0.238237394791667,0.0131983446127789,0.764906944444444,0.28908447458148,0.339773014984048,0.143725277777778,0.235093055555555,0.909536111111111,0.907728333333333,0.653674284998357,16,0.228036216883486,0.257436300269348,"closed",3
12,10.3793211609682,0.227303472222222,0.2322428,0.231677901388889,0.0188815123947615,0.772696527777778,0.312438197246783,0.359874203094341,0.148652638888889,0.227303472222222,0.930213888888889,0.912484444444444,0.647084569459586,12,0.137319030524036,0.218574990593457,"closed",3
13,10.8651461689451,0.221518333333333,0.2261304,0.22556485,0.0179394824444793,0.778481666666667,0.325422612862464,0.381195071226925,0.1532875,0.221518333333333,0.938389166666667,0.925149166666667,0.642275883182862,20,0.116977662976977,0.16025050067941,"closed",3
14,11.1426425447959,0.217133472222222,0.2203336,0.219772052083333,0.0120059845467093,0.782866527777778,0.334302634293378,0.399957578693896,0.157353194444444,0.217133472222222,0.946083888888889,0.934355555555555,0.638678474885477,13,0.125966809112984,0.136611550919684,"closed",3
15,11.6587078026721,0.211203055555556,0.2157144,0.215230270138889,0.0187111904879114,0.788796944444444,0.352257673686526,0.413752357051048,0.161938333333334,0.211203055555556,0.954765833333333,0.946704722222222,0.633876694783793,16,0.101743369551502,0.105908109197992,"closed",3
0,1.74225379723394,0.326997013888889,0.3345224,0.332128914583333,0.015451532429456,0.673002986111111,0.0208727354658382,0.0361833482254012,0.0467979861111112,0.326997013888889,0.714955,0.724646944444444,0.742938754089646,16,1,1.09783115172632,"injected",3
1,2.60459688113292,0.315998194444444,0.321748,0.319738922569444,0.0116993204797817,0.684001805555556,0.0540365796595228,0.0717517596090909,0.0588218055555556,0.315998194444445,0.732246388888889,0.753400833333333,0.730992222445807,9,0.953498448465796,0.982766856961423,"injected",3
2,3.46365426382913,0.3054425,0.3119652,0.310057712152778,0.0148850100219527,0.6945575,0.0819304865162364,0.1047693018424,0.0681822222222221,0.3054425,0.752638055555556,0.772841388888889,0.719882803079659,10,0.79015319444504,0.878080285775741,"injected",3
3,4.24596248808542,0.294220763888889,0.3015364,0.299645500347222,0.0181038475533499,0.705779236111111,0.122790392649403,0.136694787140156,0.079394513888889,0.294220763888889,0.773952222222222,0.796395277777778,0.708436823325991,11,0.792359417144126,0.803198107799923,"injected",3
4,5.15264035285816,0.285065,0.2888172,0.286962314930556,0.00661172158098427,0.714935,0.144044536150806,0.168703147704002,0.0904325,0.285065,0.796477222222223,0.814257777777777,0.699364277871415,12,0.520234979272907,0.688083360793655,"injected",3
5,6.03384849735353,0.272634097222222,0.2789596,0.277623115972222,0.0179704731449639,0.727365902777778,0.176748934563228,0.218250161237715,0.105012847222222,0.272634097222222,0.818373888888889,0.846383611111111,0.687411931313418,17,0.336807288733842,0.595212392167711,"injected",3
6,6.54079170117912,0.270607222222222,0.2742932,0.272942125,0.00855457096546661,0.729392777777778,0.18467847847464,0.220744162182397,0.106401666666667,0.270607222222222,0.820865,0.850723888888889,0.68550171489679,12,0.419649115507465,0.530854299558483,"injected",3
7,7.32733747985114,0.263316736111111,0.2700424,0.268687505208333,0.0199889053011897,0.736683263888889,0.203522983904586,0.249234746152404,0.114952430555555,0.263316736111111,0.832311388888889,0.87096,0.678717740050917,18,0.396447453210299,0.504060620061656,"injected",3
8,6.35312775664357,0.2861225,0.2909668,0.289220690625,0.0107122025685812,0.7138775,0.133914683594339,0.172690692536026,0.0910438888888888,0.2861225,0.799901388888889,0.809941388888889,0.700400278759311,14,5.87937138114493,0.727234117656645,"injected",3
9,6.36703763377869,0.288121180555556,0.287504,0.286000225,-0.0074159226817237,0.711878819444444,0.125159002955508,0.173331707131224,0.0918971527777779,0.288121180555556,0.803136944444445,0.804415,0.702366732009535,7,3.12641015113056,0.677643621580654,"injected",3
10,6.89708967691075,0.284376111111111,0.2868588,0.285257816319444,0.00309090639376532,0.715623888888889,0.133303844405246,0.184141997642499,0.094783888888889,0.284376111111111,0.817623611111111,0.803191944444445,0.698691041150573,11,1.74616299858851,0.658736036966648,"injected",3
11,7.62293049797282,0.277367361111111,0.280012,0.278673301041667,0.00468627574178783,0.722632638888889,0.158232339904566,0.203261626851118,0.101489305555555,0.277367361111111,0.829688888888889,0.818555,0.691914498587822,11,1.44121757016908,0.594895444343961,"injected",3
12,8.53231932843875,0.26841125,0.2737448,0.27252753125,0.0151040932676413,0.73158875,0.186164119841047,0.235872298038415,0.111440416666667,0.26841125,0.848058888888889,0.837999444444445,0.68344407975109,12,0.585399405404312,0.517737165138368,"injected",3
13,9.4208912132775,0.259985416666667,0.2647072,0.263654181597222,0.0139150644542412,0.740014583333333,0.207104266413236,0.263491378223893,0.120943194444444,0.259985416666667,0.863234444444444,0.858681111111111,0.67566236025754,18,0.27732502260122,0.421743014866998,"injected",3
14,10.3513054162786,0.251645486111111,0.25743,0.256411662847222,0.0185879873137865,0.748354513888889,0.227386485273967,0.294863478492464,0.129800625,0.251645486111111,0.878443611111111,0.877866666666666,0.668132537080196,15,0.385391183246671,0.360523853438951,"injected",3
15,11.092093294443,0.240732083333333,0.2462748,0.245377565972222,0.018931977829688,0.759267916666667,0.257469686993268,0.331468822938609,0.135684861111111,0.240732083333333,0.892363611111111,0.897541944444444,0.658529076528213,13,0.270450698274798,0.262951275857606,"injected",3
0,1.43905662375414,0.326025,0.3337572,0.331444012847222,0.0163497080567876,0.673975,0.0214542245166429,0.0313903090258271,0.0424475000000001,0.326025,0.718624166666667,0.714220833333334,0.741867279943618,12,1,1.0892823928407,"closed",4
1,2.42913217984236,0.314102847222222,0.3199688,0.317896725694444,0.0119343112576402,0.685897152777778,0.068068869658311,0.0635250784670267,0.053518263888889,0.314102847222222,0.738096666666667,0.740734166666667,0.728972263516589,10,0.418873038900348,0.97305791557176,"closed",4
2,3.20549332465076,0.301871180555556,0.307776,0.305802636111111,0.0128561859555951,0.698128819444444,0.101311992261996,0.105408856033147,0.0678185416666668,0.301871180555556,0.769320833333333,0.762573888888889,0.71620019983975,13,0.523320356537448,0.854888478806566,"closed",4
3,4.33475767319179,0.290016319444444,0.2951256,0.293418147222222,0.0115937879438705,0.709983680555556,0.13369733239096,0.145969341295429,0.0806092361111109,0.290016319444444,0.804833055555555,0.776352777777778,0.704241539198133,14,0.563067777708066,0.722038356373931,"closed",4
4,5.09878862123308,0.279940069444444,0.2864896,0.2849018375,0.0174157109659059,0.720059930555556,0.162245929121302,0.179345967368293,0.0907113194444444,0.279940069444444,0.827523611111111,0.794018888888889,0.694386645864643,11,0.568376827491268,0.618850882927617,"closed",4
5,5.70583264885695,0.273378819444444,0.279932,0.278356822569444,0.0178835319323208,0.726621180555556,0.177536572848531,0.205673392448375,0.0984086805555555,0.273378819444444,0.843810277777778,0.806249444444444,0.688116467535,15,0.401307911856732,0.561833016744312,"closed",4
6,6.53315021932407,0.263564027777778,0.2690756,0.267845943402778,0.0159864867490676,0.736435972222222,0.204500987896992,0.236387968213868,0.108655138888889,0.263564027777778,0.861350833333333,0.828831388888889,0.678945650212105,13,0.38880552417486,0.495645792540634,"closed",4
7,7.38830753407635,0.254418125,0.2593224,0.258179511458333,0.0145688805323359,0.745581875,0.230189874148397,0.273813941442459,0.121055486111111,0.254418125,0.8774325,0.855842222222222,0.670617160590177,14,0.258315357001161,0.41411966012216,"closed",4
8,8.00055837230644,0.245053888888889,0.2511048,0.250051873263889,0.0199877901723433,0.754946111111111,0.254016235791805,0.308393919343134,0.13331,0.245053888888889,0.893298333333333,0.883213888888889,0.662298927885213,13,0.216161668226798,0.337147903344487,"closed",4
9,8.75601827418758,0.238023194444444,0.2423,0.241495572569444,0.0143786409334752,0.761976805555556,0.277161525864924,0.32874038912586,0.136021805555556,0.238023194444444,0.90574,0.890257222222222,0.656187952644374,19,0.15330768793337,0.275811481635463,"closed",4
10,9.42140944023541,0.232099513888889,0.2354152,0.234615377777778,0.0107233545930301,0.767900486111111,0.294119913502823,0.353674998324527,0.143297152777778,0.232099513888889,0.924726944444444,0.897668333333333,0.651126036567781,17,0.216097156522763,0.229856342289498,"closed",4
11,9.81454283654302,0.229295069444444,0.2325904,0.232022694097222,0.0117558528634051,0.770704930555556,0.301566920843925,0.363795284311606,0.146787430555556,0.229295069444444,0.931552222222222,0.9034325,0.648756716321485,11,0.175931542884554,0.203636952732892,"closed",4
12,10.4399300904452,0.222979097222222,0.2272388,0.226698653125,0.0164074900821174,0.777020902777778,0.323116704895747,0.380378959438821,0.151443958333333,0.222979097222222,0.936529444444444,0.920400277777778,0.643483332575155,14,0.112391742701735,0.170337570152417,"closed",4
