"cycle","index","GD","GD_pool","gd_ref","alpha","theta","F_hom","F_drift","GD_BS","GD_T","theta_A","theta_B","Ns","max_line","var_g","var_genic","regime","seed"
13,11.0145623137999,0.218180972222222,0.2226208,0.222013455902778,0.0172623936912808,0.781819027777778,0.340047626356194,0.391165868048816,0.155597638888889,0.218180972222222,0.944317222222222,0.930516111111111,0.639534191718494,15,0.123707370304285,0.136851114558129,"closed",4
14,11.4992632138361,0.212108819444444,0.2167224,0.2162058,0.0189494479590997,0.787891180555556,0.358155163375756,0.409632473358798,0.160222291666667,0.212108819444444,0.953227777777778,0.942999166666667,0.634605402801236,15,0.123693725092745,0.0959842687871822,"closed",4
15,11.8497931235413,0.206279236111111,0.2102572,0.209963324305556,0.0175463415176409,0.793720763888889,0.375728909029942,0.430370312202658,0.167239375,0.206279236111111,0.963014722222222,0.958905555555556,0.629944462521323,16,0.0871856790303425,0.062901729703044,"closed",4
0,1.43905662375414,0.326025,0.3337572,0.331444012847222,0.0163497080567876,0.673975,0.0214542245166429,0.0313903090258271,0.0424475000000001,0.326025,0.718624166666667,0.714220833333334,0.741867279943618,12,1,1.0892823928407,"injected",4
1,2.42913217984236,0.314102847222222,0.3199688,0.317896725694444,0.0119343112576402,0.685897152777778,0.068068869658311,0.0635250784670267,0.053518263888889,0.314102847222222,0.738096666666667,0.740734166666667,0.728972263516589,10,0.418873038900348,0.97305791557176,"injected",4
2,3.20549332465076,0.301871180555556,0.307776,0.305802636111111,0.0128561859555951,0.698128819444444,0.101311992261996,0.105408856033147,0.0678185416666668,0.301871180555556,0.769320833333333,0.762573888888889,0.71620019983975,13,0.523320356537448,0.854888478806566,"injected",4
3,4.33475767319179,0.290016319444444,0.2951256,0.293418147222222,0.0115937879438705,0.709983680555556,0.13369733239096,0.145969341295429,0.0806092361111109,0.290016319444444,0.804833055555555,0.776352777777778,0.704241539198133,14,0.563067777708066,0.722038356373931,"injected",4
4,5.09878862123308,0.279940069444444,0.2864896,0.2849018375,0.0174157109659059,0.720059930555556,0.162245929121302,0.179345967368293,0.0907113194444444,0.279940069444444,0.827523611111111,0.794018888888889,0.694386645864643,11,0.568376827491268,0.618850882927617,"injected",4
5,5.70583264885695,0.273378819444444,0.279932,0.278356822569444,0.0178835319323208,0.726621180555556,0.177536572848531,0.205673392448375,0.0984086805555555,0.273378819444444,0.843810277777778,0.806249444444444,0.688116467535,15,0.401307911856732,0.561833016744312,"injected",4
6,6.53315021932407,0.263564027777778,0.2690756,0.267845943402778,0.0159864867490676,0.736435972222222,0.204500987896992,0.236387968213868,0.108655138888889,0.263564027777778,0.861350833333333,0.828831388888889,0.678945650212105,13,0.38880552417486,0.495645792540634,"injected",4
7,7.38830753407635,0.254418125,0.2593224,0.258179511458333,0.0145688805323359,0.745581875,0.230189874148397,0.273813941442459,0.121055486111111,0.254418125,0.8774325,0.855842222222222,0.670617160590177,14,0.258315357001161,0.41411966012216,"injected",4
8,6.03753358823427,0.285201736111111,0.2877908,0.286069072569444,0.00303191271444703,0.714798263888889,0.128435645810844,0.184409820710982,0.094764375,0.285201736111111,0.807826666666667,0.811298611111111,0.699498061564573,11,5.87684572572334,0.658696792800731,"injected",4
9,7.0826872197306,0.274419166666667,0.27711,0.276023619791667,0.00581273851205561,0.725580833333333,0.159456551219949,0.222993923602437,0.107761666666667,0.274419166666667,0.8268075,0.8398775,0.689103097862976,17,2.81517488411311,0.566229361511567,"injected",4
10,7.93561856312765,0.26535375,0.2698184,0.268430926041667,0.0114635675070804,0.73464625,0.188234692136866,0.255483136076138,0.118349861111111,0.26535375,0.846776944444444,0.859215277777778,0.680599676374854,10,1.72168113553684,0.467992837719137,"injected",4
11,8.82415150800502,0.256432777777778,0.2611592,0.260208884722222,0.0145118294038097,0.743567222222222,0.219484313681032,0.284556661280579,0.1298,0.256432777777778,0.866175277777778,0.880559166666667,0.672434159356436,13,0.551527770332472,0.380713756587248,"injected",4
12,9.75638091903381,0.248609652777778,0.2537724,0.252881505902778,0.0168927067629942,0.751390347222222,0.24292014778187,0.317780206297123,0.142086180555556,0.248609652777778,0.890171111111111,0.896781944444444,0.665433089270344,13,0.330869729455796,0.307717615054486,"injected",4
13,10.5170969499423,0.240784444444444,0.2463068,0.245492396527778,0.0191775881857123,0.759215555555556,0.264055533263654,0.346917650267316,0.150693055555555,0.240784444444444,0.906613333333333,0.913203888888889,0.658574493556214,12,0.254386410631206,0.259036263395627,"injected",4
14,11.0551210478834,0.235539097222222,0.2410012,0.240221527083333,0.0194921326076109,0.764460902777778,0.27905812254583,0.365094424072561,0.156510347222222,0.235539097222222,0.921492222222222,0.920450277777778,0.654055685756039,18,0.154570779768997,0.198672070645883,"injected",4
15,11.6279827817529,0.230150833333333,0.234922,0.23444726875,0.0183258070762519,0.769849166666667,0.298655580608619,0.383122847538989,0.163069166666667,0.230150833333333,0.934408055555556,0.931428611111111,0.64947787391253,15,0.156612485114672,0.150109325245045,"injected",4
0,1.40419975202733,0.324355902777778,0.3317328,0.32946658125,0.0155119783403592,0.675644097222222,0.0179463992528919,0.0277975909465937,0.0421188194444444,0.324355902777778,0.708958611111111,0.726567222222222,0.740034586338653,13,1,0.811339318653831,"closed",5
1,2.71822706050576,0.311379791666667,0.3194372,0.317142218402778,0.0181698506276851,0.688620208333333,0.0541286016363086,0.0739632520482765,0.0582321527777778,0.311379791666667,0.731261944444444,0.762442777777778,0.72608964121188,13,0.758807322594955,0.757352585042382,"closed",5
2,3.67603969060097,0.301757013888889,0.3077012,0.305722169444444,0.0129698005308579,0.698242986111111,0.0768419105006697,0.114428428365437,0.0720757638888888,0.301757013888889,0.741155277777778,0.799482222222222,0.716083097067351,18,0.489428645999785,0.682191605772267,"closed",5
3,4.55436539541955,0.290177291666667,0.294468,0.293032619791667,0.00974406237445496,0.709822708333333,0.114404726075912,0.153329547521844,0.0849357638888887,0.290177291666667,0.763509166666667,0.826007777777778,0.704401245733603,11,0.661994509381334,0.589882591967333,"closed",5
4,5.21344686608202,0.277517361111111,0.2845868,0.282872685763889,0.0189319256410914,0.722482638888889,0.151164486897396,0.19670887329633,0.0966151388888891,0.277517361111111,0.782400833333333,0.855794722222222,0.692058152108615,15,0.383052401596002,0.521095106667184,"closed",5
5,5.91955865287034,0.267992083333333,0.2740196,0.272796425,0.0176114539135425,0.732007916666667,0.179358193442673,0.224688458602882,0.103340138888889,0.267992083333333,0.798907777777778,0.871788333333333,0.683052721993558,14,0.278766730420075,0.466115196515817,"closed",5
6,6.8238340526269,0.257312152777778,0.2629732,0.261854601041667,0.017347215767143,0.742687847222222,0.203763607803196,0.262682562432955,0.113364513888889,0.257312152777778,0.822835,0.889269722222222,0.673230350907295,13,0.214754236969625,0.392656544556977,"closed",5
7,7.4971002262146,0.249938194444444,0.25586,0.254867086458333,0.0193390683841584,0.750061805555556,0.225138743511151,0.291073183623021,0.123266527777778,0.249938194444445,0.850950833333333,0.895705833333333,0.666611732922009,15,0.226725708495839,0.324531409954687,"closed",5
8,8.06034787786637,0.241218263888889,0.2456636,0.244779628819444,0.0145492700831836,0.758781736111111,0.25222275354542,0.320203652723641,0.131710347222222,0.241218263888889,0.870827222222222,0.910156944444444,0.658951021360355,12,0.144187956072597,0.265904156091157,"closed",5
9,8.56899467686467,0.235745,0.239284,0.23850013125,0.0115519066407223,0.764255,0.269647883193855,0.337763460784623,0.136455555555556,0.235745,0.880067777777778,0.921353333333333,0.654231899038933,13,0.136320044594842,0.203530837083239,"closed",5
10,9.1159790560634,0.227158958333333,0.2320964,0.231467422222222,0.0186136945213505,0.772841041666667,0.298447156162826,0.365763840227266,0.143741319444444,0.227158958333333,0.895635277777778,0.937529444444444,0.646963570829167,14,0.120867231668596,0.145057244009882,"closed",5
11,9.57705333194693,0.220013055555556,0.2248356,0.224202345486111,0.0186853082266935,0.779986944444444,0.321001302385383,0.387871784158184,0.151979444444444,0.220013055555556,0.916719722222222,0.947213055555556,0.641036370623013,15,0.0778668887590044,0.108461038461587,"closed",5
12,9.92063574820577,0.214002013888889,0.2184768,0.217887392708333,0.0178320497168255,0.785997986111111,0.337994760816108,0.410273461664325,0.158147430555555,0.214002013888889,0.9336975,0.954593333333333,0.636133945423772,15,0.0257756773166088,0.0652994662922067,"closed",5
13,10.2293566506676,0.207898819444444,0.2123868,0.211925759375,0.019001653892531,0.792101180555556,0.356460510201595,0.427470897197827,0.160704791666667,0.207898819444445,0.947411944444444,0.9582,0.631232489325815,20,0.0371373575533152,0.0514207380852496,"closed",5
14,10.4721232615196,0.205063333333333,0.2092676,0.209043638194444,0.0190405452923123,0.794936666666667,0.365321610603237,0.436091709956688,0.164576111111111,0.205063333333333,0.956411111111111,0.962614444444444,0.628980925105145,13,0.0299198186076696,0.0405180945121835,"closed",5
15,10.7029087463665,0.200935625,0.2047324,0.204411896875,0.0170062111263799,0.799064375,0.377819630814619,0.45146694914421,0.168940208333333,0.200935625,0.968917777777778,0.967091388888889,0.625731812909317,16,0.0249737891721605,0.0319153585213346,"closed",5
0,1.40419975202733,0.324355902777778,0.3317328,0.32946658125,0.0155119783403592,0.675644097222222,0.0179463992528919,0.0277975909465937,0.0421188194444444,0.324355902777778,0.708958611111111,0.726567222222222,0.740034586338653,13,1,0.811339318653831,"injected",5
1,2.71822706050576,0.311379791666667,0.3194372,0.317142218402778,0.0181698506276851,0.688620208333333,0.0541286016363086,0.0739632520482765,0.0582321527777778,0.311379791666667,0.731261944444444,0.762442777777778,0.72608964121188,13,0.758807322594955,0.757352585042382,"injected",5
2,3.67603969060097,0.301757013888889,0.3077012,0.305722169444444,0.0129698005308579,0.698242986111111,0.0768419105006697,0.114428428365437,0.0720757638888888,0.301757013888889,0.741155277777778,0.799482222222222,0.716083097067351,18,0.489428645999785,0.682191605772267,"injected",5
3,4.55436539541955,0.290177291666667,0.294468,0.293032619791667,0.00974406237445496,0.709822708333333,0.114404726075912,0.153329547521844,0.0849357638888887,0.290177291666667,0.763509166666667,0.826007777777778,0.704401245733603,11,0.661994509381334,0.589882591967333,"injected",5
4,5.21344686608202,0.277517361111111,0.2845868,0.282872685763889,0.0189319256410914,0.722482638888889,0.151164486897396,0.19670887329633,0.0966151388888891,0.277517361111111,0.782400833333333,0.855794722222222,0.692058152108615,15,0.383052401596002,0.521095106667184,"injected",5
5,5.91955865287034,0.267992083333333,0.2740196,0.272796425,0.0176114539135425,0.732007916666667,0.179358193442673,0.224688458602882,0.103340138888889,0.267992083333333,0.798907777777778,0.871788333333333,0.683052721993558,14,0.278766730420075,0.466115196515817,"injected",5
6,6.8238340526269,0.257312152777778,0.2629732,0.261854601041667,0.017347215767143,0.742687847222222,0.203763607803196,0.262682562432955,0.113364513888889,0.257312152777778,0.822835,0.889269722222222,0.673230350907295,13,0.214754236969625,0.392656544556977,"injected",5
7,7.4971002262146,0.249938194444444,0.25586,0.254867086458333,0.0193390683841584,0.750061805555556,0.225138743511151,0.291073183623021,0.123266527777778,0.249938194444445,0.850950833333333,0.895705833333333,0.666611732922009,15,0.226725708495839,0.324531409954687,"injected",5
8,6.07220133841043,0.282819305555556,0.2841904,0.282445238888889,-0.00132438651873975,0.717180694444444,0.129941741578006,0.187715487694555,0.092732361111111,0.282819305555555,0.792788611111111,0.8270375,0.697174371637707,10,6.04709922654709,0.536982785521274,"injected",5
9,6.5112201607758,0.275902083333333,0.2782764,0.276980288541667,0.00389271458272437,0.724097916666667,0.14370750387304,0.217051385021293,0.102385138888889,0.275902083333333,0.806573333333333,0.846392777777778,0.690514346874128,10,2.31891930569321,0.471078789795671,"injected",5
10,6.97842807441047,0.271817847222222,0.277632,0.276530033680556,0.0170404147268025,0.728182152777778,0.157122987967225,0.228813095022485,0.106580208333333,0.271817847222222,0.813107222222222,0.8564175,0.686641382369319,11,1.00668248671582,0.448431754697359,"injected",5
11,7.59036446363478,0.264392986111111,0.265586,0.264506302083333,0.000428405566633907,0.735607013888889,0.175526667267491,0.257669611631495,0.115253680555556,0.264392986111111,0.834718888888889,0.8670025,0.679710756639854,13,0.903963333237652,0.390036499516596,"injected",5
12,8.13880997513679,0.258270625,0.2604568,0.259244371180556,0.00375609382036451,0.741729375,0.198369805573707,0.276478596005171,0.122700208333333,0.258270625,0.851066666666667,0.8777925,0.674100307811053,11,0.611285253684267,0.35397595482984,"injected",5
13,8.73966954376302,0.251116597222222,0.2555748,0.254620658680556,0.0137618898501456,0.748883402777778,0.220460888236796,0.302600522225609,0.131624236111111,0.251116597222222,0.871059166666667,0.889956111111111,0.667660677410378,10,0.358077424546835,0.312355976551641,"injected",5
14,9.41702667077842,0.244369722222222,0.2493232,0.248413202083333,0.0162772341695217,0.755630277777778,0.24503926020241,0.322222149545292,0.1377975,0.244369722222222,0.883740277777778,0.903115277777778,0.661699265771142,15,0.236275107252733,0.248297234517787,"injected",5
15,9.96070530684743,0.237634375,0.2432256,0.242420986805556,0.0197450388624765,0.762365625,0.264253693766663,0.348095117190057,0.143153680555555,0.237634375,0.894839722222222,0.916198888888889,0.655853285620007,17,0.0981924372736941,0.213677992288878,"injected",5
