"cycle","index","GD","GD_pool","gd_ref","alpha","theta","F_hom","F_drift","GD_BS","GD_T","theta_A","theta_B","Ns","max_line","var_g","var_genic","regime","seed","gap"
9,0.779886229990378,0.269069236111111,0.2711556,0.269705396180556,0.00235872206657136,0.730930763888889,0.152788274922539,0.1934940917422,0.0893488194444446,0.269069236111111,0.829102222222222,0.811456944444445,0.684059318203778,5,0.661712999541514,0.745453159026116,"random",2,-0.0837401594846018
10,0.855895842684733,0.264250694444444,0.2645592,0.263334384027778,-0.003479645926413,0.735749305555556,0.170501049858585,0.207894550417856,0.0928934722222223,0.264250694444444,0.839120277777778,0.818165277777778,0.67957930265725,5,0.620980908143471,0.695969319285124,"random",2,-0.0749884111416528
11,1.15977592582713,0.26011625,0.2612,0.260005775694444,-0.000424891736579867,0.73988375,0.183532452367858,0.222120089401592,0.0978318055555555,0.26011625,0.845914722222222,0.829516388888889,0.675781837349449,5,0.379953873766748,0.635266888327969,"random",2,-0.255313014561221
12,1.17678093278579,0.256021180555556,0.2558888,0.254697343402778,-0.00519768732210242,0.743978819444444,0.19809474864643,0.233541527852764,0.102887430555555,0.256021180555555,0.858972777777778,0.834759722222222,0.672062143346188,7,0.536890207383737,0.592975158288555,"random",2,-0.0560849509048181
0,-0.121003721411884,0.332799166666667,0.3345224,0.332128914583333,-0.00201804797445647,0.667200833333333,0.00248857075271147,0.00520626718571188,0.0359344444444444,0.332799166666667,0.704853055555556,0.7014175,0.749399543615678,6,1,1.09783115172632,"random",3,-0.097831151726322
1,-0.264281707907188,0.324430208333333,0.3258908,0.323634728819444,-0.0024579547343101,0.675569791666667,0.0372189396135932,0.0245840744156613,0.0424325694444445,0.324430208333333,0.718935,0.717069722222222,0.740115982342066,6,0.847395065266867,1.0700911530681,"random",3,-0.222696087801233
2,-0.201419263000609,0.318747777777778,0.3204976,0.318438506944444,-0.000971210537007308,0.681252222222222,0.0593234121439171,0.0412605558538958,0.0473488888888889,0.318747777777778,0.731194166666667,0.726008055555555,0.733942560024269,7,0.597410231050515,1.0012943305802,"random",3,-0.403884099529688
3,-0.263037165439619,0.311380069444444,0.3138132,0.311765397569444,0.00123595539467846,0.688619930555556,0.0816952928546447,0.0616500969500659,0.0537596527777777,0.311380069444444,0.742436944444445,0.742322222222222,0.726089934104313,7,0.64747085002769,0.932475235605275,"random",3,-0.285004385577585
4,-0.235337814209281,0.304330416666667,0.3046256,0.302838725694444,-0.00492569425789807,0.695669583333333,0.106048930224276,0.0825811539231101,0.0620145833333334,0.304330416666667,0.757087777777778,0.758280555555556,0.718732012982696,6,0.524376730520019,0.867606237113224,"random",3,-0.343229506593205
5,-0.291654312633225,0.296785555555556,0.296402,0.294685936111111,-0.00712493942585968,0.703214444444444,0.127916151666116,0.10371312235355,0.0716477777777778,0.296785555555556,0.771114444444444,0.77861,0.711020662260445,6,0.745490750329303,0.7503084669265,"random",3,-0.00481771659719643
6,0.137517069803407,0.289711111111111,0.2918348,0.290226742708333,0.00177665087789779,0.710288888888889,0.152355634684833,0.120967584951437,0.0772036111111112,0.289711111111111,0.783053888888889,0.791931111111111,0.703938929387104,7,1.01819821814628,0.761462480034252,"random",3,0.256735738112032
7,0.237462664702555,0.283461041666667,0.2857092,0.284228077777778,0.0026986641049264,0.716538958333333,0.169623571819945,0.141060224811897,0.083494236111111,0.283461041666667,0.797674166666667,0.802392222222222,0.697798764721737,6,1.12788236421717,0.741343273119821,"random",3,0.38653909109735
8,0.290142160529647,0.277014444444444,0.2790064,0.277518680208333,0.0018169435063266,0.722985555555556,0.191262722557662,0.160820301008053,0.0906719444444445,0.277014444444444,0.815505277777778,0.811809722222222,0.691576748882335,5,0.851711011559054,0.68205684496669,"random",3,0.169654166592364
9,0.647063480829439,0.270652083333333,0.2723028,0.27102288125,0.00136814247917551,0.729347916666667,0.211396945733039,0.175159160095085,0.0961293055555554,0.270652083333333,0.828229166666667,0.822725277777778,0.685543879092911,5,0.654072982912362,0.646559507395723,"random",3,0.00751347551663906
10,0.635196643756241,0.266483888888889,0.2670604,0.265781673263889,-0.00264207692116804,0.733516111111111,0.226324004110233,0.181826579457203,0.100913888888889,0.266483888888889,0.839225,0.829635,0.681648286146862,5,0.469532388580938,0.609265953651425,"random",3,-0.139733565070487
11,0.359639195527389,0.259154791666667,0.2604848,0.259313139583333,0.000610643629247345,0.740845208333333,0.248106941756518,0.201764082082275,0.107223263888889,0.259154791666667,0.855291111111111,0.840845833333333,0.674904817329981,7,0.580476565005955,0.564090619560085,"random",3,0.0163859454458698
12,0.411420766133198,0.255149375,0.2566936,0.255546057986111,0.001552295461872,0.744850625,0.262036236721365,0.212473543805781,0.111486736111111,0.255149375,0.865921388888889,0.846753333333333,0.671275532594203,6,0.497425368671406,0.52665776163463,"random",3,-0.0292323929632242
0,-0.0803494974293909,0.331695486111111,0.3337572,0.331444012847222,-0.000758720188452379,0.668304513888889,0.00401846925929727,0.00732927996098758,0.0359728472222224,0.331695486111111,0.702119722222222,0.706435,0.74816193757316,6,1,1.0892823928407,"random",4,-0.0892823928407003
1,0.36288669185178,0.325274444444444,0.3268324,0.324714592708333,-0.00172413482080226,0.674725555555556,0.0278546818907431,0.0259269134534155,0.0410025,0.325274444444444,0.716144722222222,0.715311388888889,0.74104203684461,7,1.15550710965309,1.04689254924844,"random",4,0.108614560404654
2,0.549920383301566,0.317297222222222,0.3192652,0.317167635069444,-0.000408576217902573,0.682702777777778,0.0505513568572102,0.0504191490478284,0.0488791666666668,0.317297222222222,0.733038888888889,0.730125,0.732383134030182,7,0.800461562464465,1.00536393231716,"random",4,-0.204902369852692
3,0.64120131698365,0.311727708333333,0.311748,0.309943501041667,-0.00575655655198513,0.688272291666667,0.0625252532884294,0.0764982597695757,0.0578717361111112,0.311727708333333,0.747874722222222,0.744413333333333,0.726456674275291,6,0.882898624830827,0.975678357504372,"random",4,-0.0927797326735446
4,0.358639940366446,0.302393125,0.3043948,0.302643213541667,0.000826347760255349,0.697606875,0.0945573329525884,0.0985107649078646,0.064764375,0.302393125,0.762120277777778,0.762622222222222,0.716736055676057,6,1.08532744755551,0.96253629747921,"random",4,0.122791150076298
5,0.417313420988928,0.292727013888889,0.2955292,0.293895432291667,0.00397562627519234,0.707272986111111,0.128484854539386,0.129477281561309,0.0747610416666666,0.292727013888889,0.773525555555556,0.7905425,0.706940615319148,7,0.703684704895329,0.897729316110146,"random",4,-0.194044611214817
6,0.465136679080306,0.283699861111111,0.2841168,0.282535130555556,-0.00412242737129826,0.716300138888889,0.157138302054349,0.156916602536585,0.0842031944444445,0.283699861111111,0.791516388888889,0.809490277777778,0.698031415679453,6,0.91393380587318,0.836461882521847,"random",4,0.0774719233513328
7,0.0519285312149095,0.277650833333333,0.2787136,0.277202882638889,-0.00161596694154139,0.722349166666667,0.180031696546255,0.175537158748965,0.0918686111111112,0.277650833333333,0.813458055555556,0.8149775,0.692186027302124,5,0.97917183369066,0.786580311288911,"random",4,0.192591522401748
8,-0.133428105724002,0.272733888888889,0.2740312,0.272718708680556,-5.56625117757898e-05,0.727266111111111,0.195874118699565,0.188484443234387,0.0971336111111111,0.272733888888889,0.822176111111111,0.826623333333333,0.687506254397175,5,0.959107737230686,0.77464574434011,"random",4,0.184461992890575
9,0.294803018000798,0.269289583333333,0.2700128,0.268670690625,-0.00230353637344516,0.730710416666667,0.20089696139374,0.196787638667559,0.09863875,0.269289583333333,0.830262777777778,0.828435555555556,0.684265597691744,5,0.728581490716396,0.753500018976799,"random",4,-0.0249185282604032
10,0.283793354323246,0.262763680555556,0.2644156,0.263235390972222,0.00179197187325179,0.737236319444444,0.227703727387276,0.211707371696292,0.105231041666667,0.262763680555555,0.845943611111111,0.838991111111111,0.678208583615065,7,0.791533446954311,0.696330000640395,"random",4,0.0952034463139165
11,0.56663811886733,0.260365069444444,0.2615956,0.260448699652778,0.00032110050249738,0.739634930555556,0.231389021598122,0.222589593244409,0.111096319444445,0.260365069444444,0.858661111111111,0.842801388888889,0.676009176073444,6,0.621457495305486,0.635486396640885,"random",4,-0.014028901335399
12,0.484615710348694,0.256067013888889,0.2563696,0.255356121527778,-0.00278392527603366,0.743932986111111,0.238873336909179,0.240770040857932,0.115469652777778,0.256067013888889,0.867366666666667,0.851438611111111,0.672103548753411,6,0.58869064143521,0.584014005875025,"random",4,0.00467663556018494
0,0.0458303966398865,0.330691875,0.3317328,0.32946658125,-0.00371902286827146,0.669308125,-0.00195391066983785,0.00576356454191942,0.0356942361111111,0.330691875,0.704361666666667,0.705643055555556,0.747040087104874,7,1,0.811339318653831,"random",5,0.18866068134617
1,-0.0819108252758821,0.324222083333333,0.3252676,0.323131754861111,-0.00337425355391296,0.675777916666667,0.0184697102387906,0.0261525483215955,0.0429923611111112,0.324222083333333,0.718316388888889,0.719224166666667,0.739888042607686,7,0.798744738707319,0.77069710650227,"random",5,0.0280476322050489
2,-0.17967870140437,0.315016388888889,0.3156632,0.313707415277778,-0.00417259378440927,0.684983611111111,0.045677635763596,0.0497353774404661,0.0510680555555555,0.315016388888889,0.732723333333333,0.73938,0.729944471501954,6,0.803315842397492,0.734248640745451,"random",5,0.069067201652041
3,0.230412342213122,0.308713958333333,0.311192,0.309246736111111,0.00172282425508378,0.691286041666667,0.0647189392865005,0.0724783168161163,0.060029375,0.308713958333333,0.747159444444444,0.755471388888889,0.723289593399741,6,0.586792799884777,0.667034131587448,"random",5,-0.080241331702671
4,0.130683635772733,0.302309930555556,0.3045272,0.302721643055556,0.00136003655319893,0.697690069444444,0.0860073798443575,0.0871876772476703,0.0653861805555555,0.302309930555556,0.760358888888889,0.765793611111111,0.716650590136877,7,0.660622878353657,0.621991150082925,"random",5,0.0386317282707316
5,0.144561340334217,0.294562847222222,0.2959204,0.294270528819444,-0.000993366219684141,0.705437152777778,0.109368733629103,0.113748589959237,0.0748613194444445,0.294562847222222,0.7796075,0.780989444444445,0.708780361271257,6,0.686969414663672,0.596456109906778,"random",5,0.090513304756894
6,0.218148664884744,0.287476319444444,0.2887448,0.287166374652778,-0.00107932132388895,0.712523680555556,0.119877015806553,0.145363542498103,0.0837864583333334,0.287476319444445,0.798378888888889,0.794241388888889,0.701731063324309,5,0.78904877535244,0.580205607163804,"random",5,0.208843168188637
7,0.184531671049343,0.281108958333333,0.2822864,0.280913288194444,-0.000696549957271857,0.718891041666667,0.148698262252473,0.158103928706677,0.0889615972222222,0.281108958333333,0.811575277777778,0.80413,0.695515691558497,5,0.599881920417866,0.542406428958468,"random",5,0.0574754914593975
8,0.269943528834873,0.275567361111111,0.2771772,0.275765042708333,0.000716847919811583,0.724432638888889,0.163576178946938,0.170718675414956,0.0928384722222222,0.275567361111111,0.820295833333333,0.814246388888889,0.690195296510775,5,0.601681260338149,0.521694680186811,"random",5,0.0799865801513376
9,0.358578252296018,0.270117152777778,0.2707132,0.269439037152778,-0.00251676829076376,0.729882847222222,0.178081665234228,0.189873545112076,0.0991042361111112,0.270117152777778,0.833289166666667,0.824685,0.685041444531671,7,0.416469133645877,0.484434852386537,"random",5,-0.0679657187406599
10,0.275717377812108,0.26545625,0.2670228,0.265745297222222,0.00108768518293129,0.73454375,0.189708709027431,0.212577513774616,0.106275138888889,0.26545625,0.846230833333333,0.835406944444444,0.680694648889191,6,0.500744890292532,0.448803411735268,"random",5,0.0519414785572642
11,0.247907158221147,0.261121597222222,0.262058,0.260826465972222,-0.0011315234015838,0.738878402777778,0.202183924836337,0.231500198289169,0.112447291666667,0.261121597222222,0.858041666666667,0.844609722222222,0.676701332885457,6,0.493676700421443,0.423901161841894,"random",5,0.0697755385795489
12,0.0391363903014488,0.257451875,0.2574544,0.256255872222222,-0.00466722095929416,0.742548125,0.214502120046746,0.241575875452004,0.116140347222222,0.257451875,0.864378055555555,0.852998888888889,0.673357029889477,6,0.43202636776084,0.397545861788447,"random",5,0.034480505972393
0,-0.0166054697135455,0.329479722222222,0.3312492,0.328924545833333,-0.00168785332661116,0.670520277777778,0.0013870277893282,0.00780311133196911,0.0346591666666666,0.329479722222222,0.705350833333333,0.705008055555555,0.745689603388414,7,1,1.04125323535882,"random",6,-0.0412532353588235
1,-0.440133959922244,0.322582222222222,0.3233504,0.321317290625,-0.0039367056617518,0.677417777777778,0.0220527023238128,0.0306756564799745,0.0419027777777777,0.322582222222222,0.717435833333333,0.721205277777778,0.738096956416195,6,0.871010241003846,0.971557129574278,"random",6,-0.100546888570432
2,-0.399530194748382,0.315695694444444,0.3169156,0.314887644097222,-0.00256615450739238,0.684304305555556,0.0363415827797181,0.0555456214133182,0.050949861111111,0.315695694444444,0.736509444444444,0.733998888888889,0.730669083828243,6,1.10772017772824,0.935395371279688,"random",6,0.172324806448552
3,-0.622129899020424,0.306372847222222,0.308722,0.307095665972222,0.00235372501175365,0.693627152777778,0.071664298085951,0.083448460595156,0.0606532638888888,0.306372847222222,0.751350277777778,0.757210555555555,0.720848366442466,7,0.997674634054335,0.898860387736135,"random",6,0.0988142463182001
4,-0.588594362184605,0.299404097222222,0.3011316,0.299265830555556,-0.000462019557695348,0.700595902777778,0.0955357699515453,0.109870355460756,0.0726450694444445,0.299404097222222,0.764912222222222,0.781569722222222,0.713678167425131,6,0.932766917726633,0.815812811925584,"random",6,0.116954105801049
5,-0.292445279305024,0.295667013888889,0.296112,0.294381833333333,-0.00436569247838187,0.704332986111111,0.101579823473115,0.127637490815606,0.0803379861111112,0.295667013888889,0.782185555555555,0.787156388888889,0.70989149998595,5,0.814409149422608,0.757289641951405,"random",6,0.0571195074712032
6,-0.00727007615849566,0.290347361111111,0.2915152,0.289970496527778,-0.0012996652688673,0.709652638888889,0.119198207087,0.141573285247733,0.0858881944444444,0.290347361111111,0.799079444444444,0.792002222222222,0.704570056672875,5,0.55518102261826,0.705931142234159,"random",6,-0.150750119615899
7,-0.116851517216627,0.285060069444444,0.2861952,0.284799809027778,-0.000913836345449297,0.714939930555556,0.131495078983967,0.163395097884694,0.0929740972222222,0.285060069444444,0.809149722222222,0.806678333333333,0.699359454732745,5,0.4574097050415,0.687337097985185,"random",6,-0.229927392943685
8,-0.408313650923551,0.280580972222222,0.2806232,0.279292725347222,-0.00461253286636247,0.719419027777778,0.145287903716481,0.184481373380128,0.100755694444444,0.280580972222222,0.825206944444445,0.8151425,0.695005248254909,7,0.381694835114573,0.652414144149207,"random",6,-0.270719309034634
9,-0.290632076283692,0.274317291666667,0.2761384,0.274709361458333,0.00142721671218399,0.725682708333333,0.162114627685446,0.203563467295903,0.106488263888889,0.274317291666667,0.837126388888889,0.827215555555556,0.689006358093255,6,0.456045921108517,0.613742336966603,"random",6,-0.157696415858086
10,-0.338845101602976,0.268667013888889,0.2702316,0.269007305902778,0.00126499171740651,0.731332986111111,0.175392555442694,0.221812087472344,0.111011319444444,0.268667013888889,0.848102222222222,0.836586388888889,0.683683095793023,6,0.511798311548545,0.569261497051451,"random",6,-0.0574631855029055
11,-0.461839663074861,0.265514166666667,0.2653992,0.264216708333333,-0.00491058397297316,0.734485833333333,0.184721510326001,0.22811940912533,0.114325833333333,0.265514166666667,0.85435,0.843273333333334,0.680748323940897,6,0.551438444893545,0.5310078484072,"random",6,0.0204305964863449
12,-0.469580132615818,0.262132777777778,0.2626748,0.261478577777778,-0.00250192580042246,0.737867222222222,0.194622668084146,0.236319807304454,0.117093333333333,0.262132777777778,0.857185555555556,0.852735555555555,0.67762869109995,5,0.718937676100025,0.522854560082922,"random",6,0.196083116017103
0,-0.00898867796173232,0.327897847222222,0.33029,0.328022113888889,0.000378836247329176,0.672102152777778,0.0101647809244977,0.00597175727897157,0.0366179861111112,0.327897847222222,0.706225833333333,0.711214444444444,0.743934531281465,6,1,0.869055554841388,"random",7,0.130944445158612
1,0.413367873215092,0.318232430555556,0.3223012,0.320171644791667,0.00605679568336848,0.681767569444444,0.044716005796909,0.0325020320060107,0.0452078472222222,0.318232430555556,0.722548333333333,0.7314025,0.733387773794282,6,0.519053961225934,0.81679814323727,"random",7,-0.297744182011335
2,0.331846997062531,0.312386805555556,0.3136036,0.311549771527778,-0.00268667835534942,0.687613194444444,0.0616567064416386,0.0477117065569763,0.0499818055555554,0.312386805555556,0.737596666666667,0.737593333333333,0.727153004101345,7,0.762211998409005,0.773918501590416,"random",7,-0.0117065031814114
3,0.357653317009111,0.301931319444444,0.3045676,0.3026220625,0.00228252708956278,0.698068680555556,0.0978135466635995,0.0723346751362911,0.057268125,0.301931319444444,0.754874166666667,0.755799444444444,0.716261900766092,6,0.761917679311356,0.732925616241055,"random",7,0.0289920630703012
4,0.287665824653762,0.2936925,0.2951448,0.29329950625,-0.00133990593787443,0.7063075,0.125498333427677,0.0926952270882869,0.0632983333333333,0.2936925,0.774811388888889,0.764400277777778,0.707906966866414,5,0.64169423950072,0.662461131083211,"random",7,-0.020766891582491
5,0.291575097155571,0.289641736111111,0.2911052,0.289528359027778,-0.000391592325235514,0.710358263888889,0.136614113833964,0.110860035149618,0.0703915972222223,0.289641736111111,0.7868725,0.774627222222222,0.703870181312071,5,0.414144343099628,0.631527379062289,"random",7,-0.21738303596266
6,0.361737234215675,0.284585486111111,0.2854348,0.283843094444444,-0.00261550018724158,0.715414513888889,0.151275373838915,0.133931985778599,0.0773045138888889,0.284585486111111,0.795733055555556,0.789705,0.698895521817237,5,0.587793636354624,0.613107300094266,"random",7,-0.0253136637396427
7,0.562864754453855,0.278843333333333,0.2808584,0.279377341666667,0.00191142320328352,0.721156666666667,0.165816243430027,0.155987018127619,0.0850383333333334,0.278843333333333,0.8127425,0.7996475,0.693330621640235,7,0.666711532244123,0.563098702594738,"random",7,0.103612829649385
8,0.642785903361012,0.273315,0.274332,0.272924407291667,-0.00143113879850214,0.726685,0.183423334220611,0.17361127945797,0.0898175000000001,0.273315,0.824096666666667,0.808908333333333,0.688056035283513,6,0.419194520221657,0.512654334357381,"random",7,-0.0934598141357241
9,0.881557349130518,0.267416527777778,0.269274,0.26797348125,0.00207839025572303,0.732583472222222,0.205093282478252,0.189446189108076,0.0944820833333334,0.267416527777778,0.836069722222222,0.818061388888889,0.682516080363235,6,0.320175207268861,0.460897721733533,"random",7,-0.140722514464673
10,0.684322744184843,0.263634930555556,0.2638712,0.262596236111111,-0.00395548108315206,0.736365069444444,0.215056476507818,0.202904603749667,0.0999311805555556,0.263634930555556,0.842529722222222,0.830062777777778,0.679011024215514,6,0.352435879453597,0.429502911051621,"random",7,-0.0770670315980234
11,0.435228995615539,0.261048055555556,0.2614748,0.26022193125,-0.00317469131670494,0.738951944444444,0.222921301460865,0.207549392745009,0.101602222222222,0.261048055555556,0.846609166666667,0.834499166666667,0.676633986498145,5,0.401804524634147,0.429603178495087,"random",7,-0.0277986538609398
12,0.511863980666745,0.256991944444444,0.2580516,0.256866616666667,-0.000487909948766819,0.743008055555556,0.236094295934594,0.218353556715197,0.1044675,0.256991944444444,0.853331944444444,0.841619166666667,0.672940214122099,6,0.345618258334881,0.419463713544806,"random",7,-0.0738454552099249
0,-0.217750464794474,0.322079583333333,0.3242912,0.322007779513889,-0.000222987840706318,0.677920416666667,0.00332815471440817,0.00701818044650626,0.03372375,0.322079583333333,0.711360833333333,0.7119275,0.737549700093853,6,1,1.02132747306159,"random",8,-0.0213274730615898
1,0.0409451811577201,0.313901944444444,0.3155532,0.313471784027778,-0.00137224604760134,0.686098055555556,0.0284802715305996,0.0364824348303452,0.0438952777777777,0.313901944444444,0.727515833333333,0.732470833333333,0.728758806341659,7,0.729135574479402,0.987542124083007,"random",8,-0.258406549603605
2,-0.0226621729657889,0.304126527777778,0.3059564,0.303894655555556,-0.000763001974478204,0.695873472222222,0.0537640401887978,0.0620088745087623,0.0519090277777777,0.304126527777778,0.748005555555555,0.747559444444444,0.718521426608325,6,0.994256806244421,0.941563881204576,"random",8,0.0526929250398446
3,0.0469929812371001,0.296018402777778,0.2984732,0.296630386458333,0.00206311864358341,0.703981597222222,0.0843243918779323,0.0841629568150467,0.0595752083333333,0.296018402777778,0.767065277777778,0.760048333333333,0.710245838773208,5,0.607873631059432,0.907692655398274,"random",8,-0.299819024338841
4,0.0562994731866606,0.290500763888889,0.2908328,0.289170436111111,-0.00460049718660258,0.709499236111111,0.106395835757911,0.0995021018618031,0.0651109027777779,0.290500763888889,0.777548333333333,0.771671944444444,0.704722393699234,5,0.822075283304242,0.836644909163998,"random",8,-0.0145696258597559
5,0.572323859488502,0.284133194444444,0.2863676,0.284842171527778,0.00248901726710876,0.715866805555556,0.128645768718934,0.118951508176576,0.0729845833333332,0.284133194444444,0.788379166666667,0.789323611111111,0.698453952774036,5,0.660274870312594,0.776563523493903,"random",8,-0.116288653181309
6,0.813826797720537,0.276684513888889,0.277264,0.275778764930556,-0.00328433176702882,0.723315486111111,0.155467233087414,0.139108217267136,0.0805110416666666,0.276684513888889,0.808104444444444,0.799548611111111,0.691261295521597,7,0.813754645573801,0.699575114981586,"random",8,0.114179530592216
7,0.799743723996995,0.269971527777778,0.2721864,0.270674188541667,0.00259596516267288,0.730028472222222,0.175708213987226,0.157515097853733,0.0866079166666667,0.269971527777778,0.820673055555556,0.812599722222222,0.684904793477423,6,0.476301815047922,0.664296081966793,"random",8,-0.187994266918871
8,0.940534933729326,0.263331666666667,0.2664004,0.264992526041667,0.00626757063608238,0.736668333333333,0.199833910238048,0.180281198835861,0.0933677777777777,0.263331666666667,0.832512222222222,0.82756,0.678731496082588,6,0.598756363724608,0.61368108504533,"random",8,-0.0149247213207216
9,0.965026063806443,0.2607325,0.2605676,0.259265152430556,-0.0056596405482512,0.7392675,0.214768474356713,0.186926867844601,0.0962691666666668,0.2607325,0.837759444444445,0.833313888888889,0.676345165992012,6,0.530185910029918,0.585339135066007,"random",8,-0.0551532250360891
10,1.15714524112727,0.258540138888889,0.2587336,0.257455839930556,-0.00421159200982144,0.741459861111111,0.222315563712442,0.192042682035929,0.0977956944444446,0.258540138888889,0.841481944444445,0.837029166666667,0.67434533711741,5,0.541790116042097,0.570854259234047,"random",8,-0.0290641431919502
11,1.17829499140008,0.255929166666667,0.25676,0.255588063541667,-0.00133458159302638,0.744070833333333,0.228287698845453,0.201024591385199,0.1006775,0.255929166666667,0.848921666666667,0.840575,0.671979034254131,6,0.645186962091177,0.534991713965851,"random",8,0.110195248125326
12,1.39751296261588,0.251728333333333,0.2525192,0.251339192013889,-0.00154827154621771,0.748271666666667,0.242082343648811,0.210341412674483,0.102505833333333,0.251728333333333,0.855767777777778,0.845787222222222,0.668206511449719,5,0.510963337361698,0.515787188339172,"random",8,-0.00482385097747406
0,1.53156018434653,0.315881458333333,0.3280928,0.325827530902778,0.0305255745022116,0.684118541666667,0.04065577163213,0.0402589980699986,0.046109375,0.315881458333333,0.723780833333333,0.736675,0.730867487938403,12,1,1.12103664123217,"unconstrained",1,-0.12103664123217
1,3.01467350201101,0.297256805555556,0.30856,0.306870497569444,0.0313281729264747,0.702743194444444,0.0945967747007633,0.0955783048394539,0.064344861111111,0.297256805555556,0.763560833333333,0.770615277777778,0.711497463017449,17,0.535025608027424,0.989574496762105,"unconstrained",1,-0.454548888734681
2,4.56504308810496,0.271409513888889,0.2918624,0.290361864583333,0.0652714870860914,0.728590486111111,0.177715369228345,0.181201683636889,0.0907765972222222,0.271409513888889,0.803690833333333,0.835043333333333,0.686256559111519,18,0.620063602754785,0.881426006700298,"unconstrained",1,-0.261362403945513
3,5.63129710041906,0.242336527777778,0.268144,0.267033428819444,0.092486177295673,0.757663472222222,0.271271878576114,0.272207335898726,0.11772875,0.242336527777778,0.893924722222222,0.856859722222222,0.659923591846791,25,0.366764489878759,0.675004719669517,"unconstrained",1,-0.308240229790758
4,6.60439151532747,0.216131944444444,0.2433216,0.242241414583333,0.107782850359417,0.783868055555556,0.353726743328572,0.342549591780534,0.1413325,0.216131944444445,0.949589444444445,0.900811666666667,0.637862452049576,13,0.345247454289392,0.45218774520777,"unconstrained",1,-0.106940290918378
5,7.34472655560896,0.209053402777778,0.214298,0.213829014236111,0.0223337860645054,0.790946597222222,0.376774763873223,0.36251613626662,0.147642986111111,0.209053402777778,0.951372222222222,0.925806944444444,0.632153930184393,15,0.12451852177213,0.231463012703866,"unconstrained",1,-0.106944490931736
6,8.03347820213353,0.202442708333333,0.2059876,0.205418672916667,0.0144873128673195,0.797557291666667,0.396886261007221,0.383611388185261,0.151886180555556,0.202442708333333,0.958169444444445,0.9407175,0.626914210708478,16,0.107802730042716,0.160487351182313,"unconstrained",1,-0.0526846211395962
7,8.64049481576926,0.196324930555556,0.2028188,0.202388015277778,0.0299577260733578,0.803675069444444,0.415188396211856,0.397881121569904,0.155703958333333,0.196324930555556,0.969163055555556,0.949595,0.622141981268169,17,0.112641292265147,0.124985485274485,"unconstrained",1,-0.0123441930093377
8,9.0829983796836,0.191611319444444,0.195086,0.194742153472222,0.016076817329764,0.808388680555556,0.432116436251276,0.409756703221657,0.161117569444445,0.191611319444445,0.977809444444444,0.961203055555556,0.618514350864464,20,0.0677991627050994,0.0770410937140211,"unconstrained",1,-0.00924193100892172
9,9.4957263395804,0.188023333333333,0.1909724,0.190773136805556,0.0144139972653747,0.811976666666667,0.444662586517126,0.420567785630764,0.166025833333334,0.188023333333333,0.984520833333333,0.971484166666667,0.615781241661296,13,0.0554933747098054,0.049359192363831,"unconstrained",1,0.00613418234597438
10,9.6424855126327,0.185741527777778,0.1872204,0.187033882638889,0.00690973658289676,0.814258472222222,0.451824079467717,0.428673262053943,0.167635138888889,0.185741527777778,0.984358611111111,0.979428611111111,0.614055631052179,20,0.0128622384589033,0.0206041608576829,"unconstrained",1,-0.00774192239877967
11,9.74663333163972,0.18442375,0.1856444,0.185507791319444,0.00584364307145316,0.81557625,0.456140042996112,0.434212385177264,0.169289027777778,0.18442375,0.986809444444445,0.982921111111111,0.61306346279701,21,0.0046531545541394,0.00763964426284438,"unconstrained",1,-0.00298648970870497
12,9.84358606323516,0.182894027777778,0.1841628,0.184054252083333,0.00630370824049361,0.817105972222222,0.45996338639853,0.437208366312814,0.170049861111111,0.182894027777778,0.988221944444444,0.986089722222222,0.611915733084397,14,0.00310859222861294,0.0054121958422183,"unconstrained",1,-0.00230360361360536
0,1.70706384178045,0.310462291666667,0.327496,0.325230071875,0.0454071793644264,0.689537708333333,0.059637052483568,0.0393120441904791,0.0457127083333333,0.310462291666667,0.736212222222222,0.734288611111111,0.725123505150341,11,1,1.1578933721548,"unconstrained",2,-0.157893372154798
1,2.87604445775689,0.284686180555556,0.3054328,0.303464379166667,0.0618794161696251,0.715313819444444,0.144593218923236,0.106178183067876,0.0663174305555556,0.284686180555556,0.800405555555555,0.762856944444444,0.698993905064395,20,0.541986491114341,0.976281605353284,"unconstrained",2,-0.434295114238943
2,4.05816883480349,0.272040208333333,0.2877572,0.286300260069444,0.0498080292789543,0.727959791666667,0.175632192441537,0.145214128804502,0.0787503472222223,0.272040208333333,0.822302777777778,0.7911175,0.686851122443519,12,0.499864853737824,0.883924792324606,"unconstrained",2,-0.384059938586782
3,5.21356386985304,0.258839166666667,0.2598916,0.258463454166667,-0.00145363877926697,0.741160833333333,0.217895470326714,0.189642155484735,0.0919405555555557,0.258839166666667,0.852503333333333,0.813699444444444,0.674617407602713,18,0.438999531226242,0.684154058766255,"unconstrained",2,-0.245154527540014
4,6.294832610404,0.243347013888889,0.2548548,0.253587802430556,0.0403836006444792,0.756652986111111,0.260002425926646,0.247883724855397,0.107905208333333,0.243347013888889,0.8864725,0.842643888888889,0.66080489891383,15,0.535296330706998,0.62436453580757,"unconstrained",2,-0.0890682051005729
5,7.34434464487419,0.235528402777778,0.2419868,0.240790230902778,0.0218523322365373,0.764471597222222,0.287320285659353,0.270468995846045,0.115562152777778,0.235528402777778,0.903265555555556,0.856801944444444,0.654046535956072,16,0.369092191017337,0.467310687772741,"unconstrained",2,-0.0982184967554036
