"cycle","index","GD","GD_pool","gd_ref","alpha","theta","F_hom","F_drift","GD_BS","GD_T","theta_A","theta_B","Ns","max_line","max_use","seed"
11,10.1218629017932,0.231526180555556,0.2329836,0.232169192013889,0.00276958132453208,0.768473819444444,0.300547431465898,0.323303811706393,0.132952708333333,0.231526180555556,0.911573611111111,0.891279444444445,0.650640252600234,6,"6",3
12,10.7645123661921,0.223603958333333,0.2279264,0.227227926736111,0.0159486047988565,0.776396041666667,0.322607917627581,0.345880075605507,0.139352708333333,0.223603958333333,0.9301075,0.90139,0.644001222528988,6,"6",3
13,11.3351475978516,0.218498541666667,0.2225868,0.221956079166667,0.0155775751355009,0.781501458333333,0.334191245724399,0.365831030723694,0.146164236111111,0.218498541666667,0.938353888888889,0.9169775,0.639794071614816,6,"6",3
14,11.6705254178352,0.212363611111111,0.2167992,0.216319598958333,0.0182876996179352,0.787636388888889,0.352736575122567,0.389334720593097,0.155468611111111,0.212363611111111,0.943390277777778,0.942819722222222,0.634810690635237,6,"6",3
15,11.9640670486328,0.210290208333333,0.2102372,0.209847844097222,-0.00210802373507424,0.789709791666667,0.357738289898992,0.399971875040504,0.157387291666667,0.210290208333333,0.947755555555556,0.946438611111111,0.633143979315186,6,"6",3
0,1.28283404287598,0.325542916666667,0.3337572,0.331444012847222,0.0178042020728118,0.674457083333333,0.0316086150939824,0.0267659087881895,0.0413865277777778,0.325542916666667,0.711264722222222,0.7204225,0.741337013659752,6,"6",4
1,2.1751991796797,0.312303819444444,0.3207236,0.318562782986111,0.0196475039645155,0.687696180555556,0.0697188736664393,0.0674687569194382,0.0542139583333334,0.312303819444445,0.736860555555556,0.746959722222222,0.727065256631315,6,"6",4
2,3.20830723710092,0.301311458333333,0.3072256,0.305278054513889,0.0129933879029459,0.698688541666667,0.0955854436917284,0.103406361676511,0.0657315972222222,0.301311458333333,0.76172,0.767120277777778,0.715626448957198,6,"6",4
3,3.83945219308444,0.291519930555556,0.2975356,0.295698163194444,0.0141300594963159,0.708480069444444,0.135177124164805,0.131949895577502,0.0751036805555556,0.291519930555556,0.786044722222222,0.781122777777778,0.705736154853411,6,"6",4
4,4.6223042140065,0.281487777777778,0.287344,0.285641551736111,0.0145419107727393,0.718512222222222,0.165991904236107,0.158229809313659,0.0828161111111111,0.281487777777778,0.806473611111111,0.796183055555556,0.695882386598233,6,"6",4
5,5.35804868523564,0.276879166666667,0.2805684,0.279152909027778,0.00814515015813378,0.723120833333333,0.16955747912688,0.18545254308301,0.0939363888888889,0.276879166666667,0.822408055555556,0.811706388888889,0.691447372211883,6,"6",4
6,6.03263386219595,0.265880763888889,0.2721964,0.270829344097222,0.0182719499056824,0.734119236111111,0.204977449686539,0.211695461245111,0.101763958333333,0.265880763888889,0.835869444444445,0.835896944444444,0.681088269323491,6,"6",4
7,6.88695496801154,0.257672916666667,0.2640192,0.262817832291667,0.0195759761814423,0.742327083333333,0.229415966372375,0.241152478460345,0.11069375,0.257672916666667,0.85784,0.848201666666667,0.673557534442645,6,"6",4
8,7.59711557760519,0.2481325,0.2538052,0.252718069097222,0.0181449989452798,0.7518675,0.254708875422048,0.27142536176151,0.120332777777778,0.2481325,0.877228611111111,0.867171944444444,0.665010789800064,6,"6",4
9,8.18354477544203,0.238212083333333,0.2438892,0.242971224305556,0.0195872617665919,0.761787916666667,0.290117491455901,0.299230524880596,0.128792361111111,0.238212083333333,0.888018333333333,0.893142222222222,0.656350657526619,6,"6",4
10,8.66661262485528,0.233492361111111,0.2385744,0.237736649305556,0.017852898183104,0.766507638888889,0.308204023011591,0.311306516582325,0.135657083333333,0.233492361111111,0.900021666666667,0.904307777777778,0.652309219937831,6,"6",4
11,9.22982947507194,0.227850833333333,0.2320452,0.231382898263889,0.0152650215597493,0.772149166666667,0.330849383980695,0.32778654173672,0.141640833333333,0.227850833333333,0.913617777777778,0.913962222222222,0.647543274777434,6,"6",4
12,9.84707338075299,0.220612708333333,0.2255916,0.224960752777778,0.0193280134012511,0.779387291666667,0.353894970976716,0.349796483082437,0.146349791666667,0.220612708333333,0.927846388888889,0.923627777777778,0.641529577587523,6,"6",4
13,10.3544470446569,0.216602569444444,0.2185344,0.217973722222222,0.00629044989367982,0.783397430555556,0.366750318699856,0.364881119734868,0.151166319444444,0.216602569444444,0.9364675,0.93266,0.638245647098203,6,"6",4
14,10.7266994372245,0.2146575,0.2166268,0.216099555208333,0.00667310586059812,0.7853425,0.371342381931826,0.381658211095862,0.156133055555555,0.2146575,0.945433888888889,0.937517222222222,0.636664894616043,6,"6",4
15,11.0754234467767,0.20942,0.2116132,0.211278262152778,0.00879533054580884,0.79058,0.387690995173249,0.391867230316163,0.15728,0.20942,0.95318,0.94254,0.632447064180728,6,"6",4
0,1.32399331729105,0.323135069444444,0.3317328,0.32946658125,0.019217462910908,0.676864930555556,0.0284747686906325,0.0235006494066741,0.0403563194444445,0.323135069444444,0.714294722222222,0.720147777777778,0.738699816504914,6,"6",5
1,2.28978421269486,0.308586180555556,0.3159212,0.313877873611111,0.016859082784892,0.691413819444444,0.0651498886115911,0.0743402966940011,0.0564915972222222,0.308586180555555,0.742982777777778,0.752828055555556,0.723155924771294,6,"6",5
2,3.0566245227159,0.297549722222222,0.3044856,0.302578280208333,0.0166190315532524,0.702450277777778,0.0935165453707766,0.113654439798967,0.0694747222222223,0.297549722222222,0.758118611111111,0.785731388888889,0.711794152294686,6,"6",5
3,3.8742273407694,0.288878888888889,0.2958156,0.294088254513889,0.0177136133287973,0.711121111111111,0.125487745302736,0.14579121398638,0.0785936111111112,0.288878888888889,0.775573055555555,0.803856388888889,0.703115112443731,6,"6",5
4,4.51276654933928,0.277213263888889,0.2834492,0.281920331944444,0.0166964476208233,0.722786736111111,0.163742936312802,0.182285544730804,0.089201736111111,0.277213263888889,0.805732222222222,0.818244722222222,0.691766983287774,6,"6",5
5,5.06644276273939,0.271170069444444,0.2763184,0.274892551041667,0.0135415877335213,0.728829930555556,0.186952875713588,0.196985493780444,0.0949604861111111,0.271170069444444,0.824531111111111,0.823049722222222,0.686031101410547,6,"6",5
6,5.61950011581628,0.261749027777778,0.2681592,0.266930038888889,0.0194096218345353,0.738250972222222,0.213704038237752,0.224525865127524,0.101734027777778,0.261749027777778,0.834947777777778,0.845022222222222,0.677276453148367,6,"6",5
7,6.35735189410556,0.255230555555556,0.2605904,0.259410166666667,0.0161119788203282,0.744769444444444,0.233348094574013,0.244504148366927,0.109731666666667,0.255230555555555,0.8509425,0.858059722222222,0.671348702245661,6,"6",5
8,7.05781322505562,0.248219444444444,0.2540268,0.252905687152778,0.0185296058823004,0.751780555555556,0.254959402499965,0.268374098186624,0.116994166666667,0.248219444444444,0.862018888888889,0.875530555555555,0.665087699203003,6,"6",5
9,7.75510172651974,0.241530763888889,0.2471828,0.246157417361111,0.0187955070451316,0.758469236111111,0.270239620718119,0.297650888407677,0.129255625,0.241530763888889,0.885484166666667,0.889965555555556,0.659222518455255,6,"6",5
10,8.44243383959706,0.233091944444444,0.2379808,0.237232332638889,0.0174528832068891,0.766908055555556,0.297494337149426,0.323512184850751,0.138472222222222,0.233091944444444,0.904553888888889,0.906206666666667,0.651968637410902,6,"6",5
11,9.0038365378859,0.226732569444444,0.230588,0.229934647569444,0.0139260357621091,0.773267430555556,0.317234335139958,0.345311959499149,0.146036041666667,0.226732569444444,0.9233875,0.915219444444445,0.646606827395761,6,"6",5
12,9.5138946052958,0.219447291666667,0.2244484,0.22388826875,0.0198356845944985,0.780552708333333,0.342041387286021,0.369633219062562,0.154946041666667,0.219447291666667,0.936068888888889,0.934928611111111,0.640571731622864,6,"6",5
13,9.76706164483048,0.216735555555556,0.2199676,0.219404027083333,0.012162363486447,0.783264444444444,0.348297686979025,0.381643341158368,0.158653888888889,0.216735555555556,0.941458888888889,0.942377777777778,0.63835401127475,6,"6",5
14,9.86823663313319,0.211818819444444,0.2146248,0.214244540277778,0.0113222060650332,0.788181180555556,0.363503977773154,0.396105510814625,0.163832847222222,0.211818819444444,0.95936,0.944668055555556,0.63437190881362,6,"6",5
15,10.0419831193314,0.208727777777778,0.2108412,0.210479648611111,0.00832323146153766,0.791272222222222,0.372503103008978,0.401958605171337,0.164345,0.208727777777778,0.962655,0.948579444444445,0.63189378567567,6,"6",5
0,0.549822704216692,0.326157569444444,0.3280928,0.325827530902778,-0.00101292404835217,0.673842430555556,0.00648505844200842,0.00440451998971588,0.0348390972222222,0.326157569444444,0.7082,0.709163055555556,0.742013232363196,3,"3",1
1,0.921584915390538,0.318614375,0.3196524,0.317566951736111,-0.00329827539724373,0.681385625,0.0342453792224148,0.027312850059178,0.043623125,0.318614375,0.7234375,0.72658,0.733798867564898,3,"3",1
2,1.57931385317338,0.311536875,0.3128544,0.310761796527778,-0.00249412405540982,0.688463125,0.0539843826157119,0.0479130193478123,0.050860625,0.311536875,0.7350525,0.743595,0.726255309607178,3,"3",1
3,1.91088502782183,0.304072777777778,0.305342,0.303352461805556,-0.00237451830103799,0.695927222222222,0.0805769485669674,0.0680326954795878,0.0578855555555556,0.304072777777778,0.751948055555556,0.7556775,0.71846593154297,3,"3",1
4,2.15934269388377,0.298074513888889,0.3014824,0.299552116319444,0.00493270569646014,0.701925486111111,0.0974868507347872,0.0831587908912572,0.0608804861111111,0.298074513888889,0.766724444444445,0.7588875,0.712326322228529,3,"3",1
5,2.63695123315234,0.292485486111111,0.2944972,0.292736498958333,0.000857470278272011,0.707514513888889,0.116007764875286,0.101861506548685,0.0659561805555555,0.292485486111111,0.775751388888889,0.77119,0.706699283456003,3,"3",1
6,2.91934543967859,0.288415069444444,0.2892972,0.287701967013889,-0.00247861506807521,0.711584930555556,0.130867736166346,0.117638504755043,0.0723390972222223,0.288415069444445,0.784468055555556,0.78338,0.702656813726557,3,"3",1
7,3.27562330094805,0.283183194444444,0.2847748,0.283337928472222,0.000546111241132318,0.716816805555556,0.148113961776958,0.135511431284618,0.0785601388888888,0.283183194444444,0.793368888888889,0.797385,0.697528289131676,3,"3",1
8,3.53253913199887,0.276688611111111,0.27928,0.277786348958333,0.00395173431429807,0.723311388888889,0.167614534069764,0.155036528608561,0.0859930555555556,0.276688611111111,0.8030225,0.815586388888889,0.691265211194963,3,"3",1
9,3.64752651019572,0.268567013888889,0.271124,0.269674311458333,0.0041060550538032,0.731432986111111,0.19528080033951,0.175424953865091,0.0912021527777778,0.268567013888889,0.811312777777778,0.8339575,0.683589624058937,3,"3",1
10,3.85765429773895,0.263794375,0.2643864,0.263204214583333,-0.00224221491894027,0.736205625,0.207933482069304,0.192871029610446,0.0958181250000001,0.263794375,0.824435,0.8396125,0.67915808168404,3,"3",1
11,4.33872287481104,0.258193611111111,0.2598924,0.258632111111111,0.00169545845686412,0.741806388888889,0.221347995622738,0.208133650938798,0.0981705555555558,0.258193611111111,0.8322925,0.847661388888889,0.674030323126392,3,"3",1
12,4.56717005926506,0.254023125,0.2555844,0.254396535069444,0.0014678268685636,0.745976875,0.231795185917427,0.221197647873658,0.102505208333333,0.254023125,0.840195,0.856769166666667,0.670262064088783,3,"3",1
13,4.87044878276872,0.249710069444444,0.2512248,0.250156885069444,0.00178614162418917,0.750289930555556,0.243269948815078,0.237403414212597,0.107731597222222,0.249710069444444,0.848545,0.867498055555556,0.666409050205129,3,"3",1
14,5.15275934120631,0.245476805555556,0.2462784,0.245238908680556,-0.000970061709538227,0.754523194444444,0.260424156684974,0.245515411162708,0.110408194444444,0.245476805555555,0.855597777777778,0.874265,0.662670152066233,3,"3",1
15,5.37148059560971,0.241789861111111,0.2420088,0.240988548611111,-0.00332510612897661,0.758210138888889,0.270152034545305,0.256610314028501,0.114229305555556,0.241789861111111,0.862943888888889,0.881935,0.659447789411943,3,"3",1
0,0.476316781678763,0.3256525,0.327496,0.325230071875,-0.00129885936612388,0.6743475,0.00678944066239595,0.00480218085770955,0.0342825,0.3256525,0.71056,0.7067,0.741457482974283,3,"3",2
1,0.980283995632382,0.320419513888889,0.3219824,0.319887023611111,-0.00166461981410396,0.679580486111111,0.0192802131141255,0.0236927760252417,0.0398438194444444,0.320419513888889,0.724393611111111,0.714455,0.735748024286634,3,"3",2
2,1.54043816248405,0.308254791666667,0.3111932,0.309226221180556,0.00314148493028873,0.691745208333333,0.0629130400453085,0.0559117301001877,0.0501327083333334,0.308254791666667,0.746423333333333,0.7373325,0.722809488199683,3,"3",2
3,1.96344168595218,0.302270902777778,0.3047928,0.302963857986111,0.00228725371052364,0.697729097222222,0.0892474896940868,0.0739974876070312,0.0572124305555557,0.302270902777778,0.754125,0.755758055555556,0.716610503977238,3,"3",2
4,2.48475493306598,0.296319097222222,0.298706,0.296814501041667,0.00166906878776405,0.703680902777778,0.101242701767566,0.095955805660325,0.0631742361111108,0.296319097222222,0.7667625,0.766947777777778,0.710549338522975,3,"3",2
5,3.00037063603019,0.289685,0.2916492,0.289858825347222,0.000599689683465879,0.710315,0.119485091659744,0.113173889236839,0.0681691666666666,0.289685,0.775095833333334,0.7818725,0.703913052659735,3,"3",2
6,3.34200361028703,0.282878194444444,0.2845852,0.283021053819444,0.000504765893109721,0.717121805555556,0.138217342921945,0.134685779525509,0.0758918055555556,0.282878194444444,0.78434,0.801687222222222,0.697231622475416,3,"3",2
7,3.66676958420025,0.2800675,0.279046,0.277517761111111,-0.00918766020120809,0.7199325,0.142863311417434,0.148293033839967,0.078485,0.2800675,0.793205,0.80363,0.694509554715199,3,"3",2
8,4.16553297053904,0.275765972222222,0.2767632,0.275270819791667,-0.00179878285293836,0.724234027777778,0.156182790663394,0.16474930784065,0.0848298611111112,0.275765972222222,0.801285277777778,0.8168425,0.69038457297317,3,"3",2
9,4.38256933363168,0.26966,0.270374,0.268916988541667,-0.00276297701518477,0.73034,0.179077945002725,0.183373546264548,0.0900700000000002,0.26966,0.808495,0.832325,0.6846126461648,3,"3",2
10,4.95296089290542,0.262163888888889,0.2632104,0.261968887152778,-0.000744369830442368,0.737836111111111,0.199350975478777,0.205172559378474,0.0956819444444444,0.262163888888889,0.8202375,0.846798611111111,0.677657263544674,3,"3",2
11,5.30016152681698,0.258057638888889,0.25903,0.257836719444444,-0.000856819171918096,0.741942361111111,0.216376245494657,0.21210035698238,0.0999398611111111,0.258057638888889,0.8243475,0.859416944444444,0.673906796818037,3,"3",2
12,5.3934880899041,0.254313125,0.2556024,0.254367870833333,0.00021522306710341,0.745686875,0.228647850304805,0.224559185229687,0.102304375,0.254313125,0.8308625,0.86512,0.670522731139662,3,"3",2
13,5.72876349661381,0.250988263888889,0.2520132,0.250929582986111,-0.000233854064074091,0.749011736111111,0.236926353382066,0.239681531232716,0.106258402777778,0.250988263888889,0.839182777777778,0.8713575,0.66754628251356,3,"3",2
14,5.97556621434066,0.248008472222222,0.2480932,0.246962671875,-0.00423464946861095,0.751991527777778,0.246393678263905,0.247728033511092,0.109753194444445,0.248008472222222,0.84324,0.880249444444445,0.664901107965349,3,"3",2
15,6.30692743368937,0.245439097222222,0.2470584,0.246036620486111,0.00242859482750293,0.754560902777778,0.255065582485521,0.25713363321054,0.113085902777778,0.245439097222222,0.847538611111111,0.887755,0.662637035869923,3,"3",2
0,0.43727646741891,0.33342375,0.3345224,0.332128914583333,-0.00389859286503588,0.66657625,0.00159613043773454,0.00459766207442817,0.03629375,0.33342375,0.7047975,0.7009425,0.750101732547477,3,"3",3
1,0.827290431374497,0.3252,0.3258384,0.323642548263889,-0.00481225890868112,0.6748,0.0299695186338695,0.0313254820960025,0.045875,0.3252,0.7251125,0.7162375,0.740960284528749,3,"3",3
2,0.921704190452482,0.320668611111111,0.3213336,0.319268603472222,-0.00438504639561489,0.679331388888889,0.0409778906596686,0.0499818770840743,0.0542797222222222,0.320668611111111,0.742264722222222,0.7249575,0.736017808359772,3,"3",3
3,1.43455243560759,0.313408888888889,0.3142108,0.312259014236111,-0.0036824386177952,0.686591111111111,0.060992381257903,0.0675775282369089,0.0597344444444445,0.313408888888889,0.751446111111111,0.741205,0.728235469274936,3,"3",3
4,1.7942948561447,0.305056805555556,0.3072444,0.305476685763889,0.00137450819620917,0.694943194444444,0.0958614362949788,0.082302881052364,0.0651506944444445,0.305056805555556,0.760945,0.759242777777778,0.719483267117556,3,"3",3
5,2.34853647114316,0.300067777777778,0.3022404,0.300471777430556,0.00134455107974685,0.699932222222222,0.10682186154279,0.100681896258802,0.0729347222222222,0.300067777777778,0.77352,0.772213888888889,0.714354881980636,3,"3",3
6,2.84344860034492,0.294733125,0.2964172,0.294829525,0.00032696861008049,0.705266875,0.116469702199282,0.117448283783427,0.0781793749999999,0.294733125,0.7847425,0.78215,0.708951487335911,3,"3",3
7,3.2707334363412,0.291439375,0.2913832,0.289821714930556,-0.00558156958608894,0.708560625,0.125470845130293,0.135076846997831,0.083025625,0.291439375,0.7926775,0.790495,0.705655920409069,3,"3",3
8,3.58093047447065,0.287025694444444,0.2875196,0.286032740277778,-0.00347147031386138,0.712974305555556,0.145332884307399,0.144581049979743,0.0886551388888889,0.287025694444444,0.801301388888889,0.8019575,0.701287544451403,3,"3",3
9,3.91530700778241,0.280854166666667,0.2823832,0.280976759375,0.00043630906914174,0.719145833333333,0.160430429262218,0.159607163228738,0.09274,0.280854166666667,0.810169166666667,0.8136025,0.695269271995133,3,"3",3
10,4.11635234175783,0.276099027777778,0.2768432,0.275385746875,-0.00259011554109766,0.723900972222222,0.178011553587587,0.172502418138814,0.0983326388888889,0.276099027777778,0.821659722222222,0.8228075,0.690702208155773,3,"3",3
11,4.3710243113576,0.272804444444444,0.2731316,0.271776779513889,-0.00378128305292906,0.727195555555556,0.18847997791791,0.186755883864054,0.101938888888889,0.272804444444444,0.828823888888889,0.829445,0.687572959130663,3,"3",3
12,4.81632931564202,0.267774583333333,0.268978,0.267783279861111,3.24759924602134e-05,0.732225416666667,0.201935218275528,0.205584250829198,0.10782875,0.267774583333333,0.840385,0.839723333333333,0.682849828234816,3,"3",3
13,5.03576899152071,0.262152430555556,0.2647064,0.263539834027778,0.00526449247166172,0.737847569444444,0.217968651972691,0.216513967903714,0.111147569444444,0.262152430555555,0.848675,0.849315277777778,0.677646739930946,3,"3",3
14,5.35640200478981,0.259950138888889,0.2608872,0.259604525347222,-0.00133130784682726,0.740049861111111,0.217900531011526,0.22727560985757,0.114821527777778,0.259950138888889,0.8542475,0.855495277777778,0.675630151797204,3,"3",3
15,5.61943026192211,0.253626041666667,0.2553268,0.254276604166667,0.00255848351495813,0.746373958333333,0.238428003865189,0.240893330262252,0.117260625,0.253626041666666,0.862825,0.864444166666667,0.66990547354641,3,"3",3
0,0.525525404971398,0.332549930555556,0.3337572,0.331444012847222,-0.0033366652148371,0.667450069444444,0.00247269406669037,0.00449930008600703,0.0349484027777778,0.332549930555555,0.700539444444444,0.7042575,0.749119706311781,3,"3",4
1,0.7890656849209,0.323284583333333,0.3264976,0.324291966319444,0.00310640746838241,0.676715416666667,0.0360381250060534,0.0268002015936168,0.0427179166666666,0.323284583333333,0.7185025,0.720364166666667,0.738863025262342,3,"3",4
2,1.07787990491338,0.315617986111111,0.3179128,0.315776746875,0.000502762681103058,0.684382013888889,0.0581323138424029,0.0524776579392499,0.0506786805555556,0.315617986111111,0.732058888888889,0.7380625,0.730586119817544,3,"3",4
3,1.27031887114415,0.3104575,0.311384,0.309367023263889,-0.00352486417138586,0.6895425,0.0735219531947672,0.0682900766976704,0.0556608333333333,0.3104575,0.7445275,0.745879166666667,0.72511846622942,3,"3",4
4,1.59462399164186,0.306227361111111,0.3071708,0.305316790277778,-0.00298238047277029,0.693772638888889,0.0842885781328947,0.0792361204740706,0.0599059722222224,0.306227361111111,0.752697222222222,0.75466,0.720697202473673,3,"3",4
5,1.81899252794623,0.29891375,0.3000368,0.298226719097222,-0.00230372015243142,0.70108625,0.107199538306401,0.100369352091849,0.06632625,0.29891375,0.768805,0.76602,0.713179013281176,3,"3",4
6,2.16536231962626,0.292320833333333,0.293542,0.291957857291667,-0.00124324806680599,0.707679166666667,0.128496983138808,0.115130687694567,0.0716533333333332,0.292320833333333,0.7757625,0.7829025,0.706534858663589,3,"3",4
7,2.29298488735258,0.287143888888889,0.289204,0.287564156597222,0.00146147459164049,0.712856111111111,0.144887864242485,0.130403677056982,0.0767044444444445,0.287143888888889,0.7892775,0.789843611111111,0.701403820780413,3,"3",4
8,2.52527438948425,0.281994305555556,0.2822644,0.280807137152778,-0.00422770024585212,0.718005694444444,0.162230616628265,0.141781750079751,0.0792365277777778,0.281994305555555,0.7974975,0.796986944444444,0.696373307160014,3,"3",4
9,2.90783708720078,0.276837847222222,0.2779252,0.276382414930556,-0.001647833823947,0.723162152777778,0.183994650907867,0.153222907199784,0.0824629861111112,0.276837847222222,0.8045825,0.806667777777778,0.691407864860492,3,"3",4
10,3.26054746497118,0.270152361111111,0.2718108,0.270362639583333,0.000777764533392402,0.729847638888889,0.207433911284503,0.166372594738227,0.086295138888889,0.270152361111111,0.81292,0.819365555555556,0.685074491384522,3,"3",4
11,3.61925901079992,0.265499375,0.2662692,0.264896063194444,-0.00227754160737642,0.734500625,0.217127212533179,0.181874237264788,0.091985625,0.265499375,0.8237225,0.82925,0.680734614759518,3,"3",4
12,3.66725024215781,0.262380625,0.2631104,0.261787507986111,-0.00226564291952536,0.737619375,0.226199591750452,0.191180166624034,0.0962868749999999,0.262380625,0.8346725,0.83314,0.677856380873943,3,"3",4
13,4.13563537766168,0.258264375,0.2590192,0.257863789236111,-0.00155347815633824,0.741735625,0.236358306174068,0.202676822993827,0.101445625,0.258264375,0.8450825,0.84128,0.674094627718603,3,"3",4
14,4.66203951643458,0.254376597222222,0.255292,0.25419620625,-0.000709652495933607,0.745623402777778,0.2453096376492,0.214357187299979,0.104540069444444,0.254376597222222,0.853086944444445,0.84724,0.670579810313462,3,"3",4
15,4.97635754316284,0.249681805555556,0.2509376,0.249891027430556,0.000837252450203194,0.750318194444444,0.260141844884185,0.234268995905913,0.112405694444444,0.249681805555555,0.864790277777778,0.8606575,0.666383947106885,3,"3",4
0,0.466223321603758,0.329262013888889,0.3317328,0.32946658125,0.000620904737393999,0.670737986111111,0.00895931332457134,0.00453867489933467,0.0349971527777778,0.329262013888889,0.703312777777778,0.7081575,0.745447567237041,3,"3",5
1,1.06815328331363,0.32146,0.3235224,0.321385291319444,-0.000232458306504381,0.67854,0.0354774953568797,0.0283439058616851,0.0431199999999999,0.32146,0.718355,0.724965,0.736876234267692,3,"3",5
2,1.67961390188018,0.315300555555556,0.3163688,0.314284009375,-0.00323448266609914,0.684699444444444,0.056071873797618,0.0493781734527478,0.0490336111111112,0.315300555555556,0.729135,0.738331111111111,0.73024741593838,3,"3",5
3,1.62525354424399,0.308263125,0.3103276,0.308458487152778,0.000633349902546403,0.691736875,0.0738739964261269,0.0705172279304584,0.0549543749999999,0.308263125,0.7405175,0.752865,0.722818195863854,3,"3",5
4,1.95654158321348,0.303634513888889,0.30533,0.303432346527778,-0.000666268324469993,0.696365486111111,0.0815395379171786,0.0845177068239287,0.0596429861111112,0.303634513888889,0.749679444444445,0.7623375,0.718013758539751,3,"3",5
5,2.3123832693079,0.297878402777778,0.2990744,0.297408988888889,-0.00157834465811742,0.702121597222222,0.0997873196662632,0.102136060742005,0.0665715972222223,0.297878402777778,0.761338888888889,0.7760475,0.712127360813471,3,"3",5
6,2.846766335895,0.292644791666667,0.2945724,0.292889038541667,0.000833922895223742,0.707355208333333,0.115492156188429,0.119808245750785,0.069224375,0.292644791666667,0.77032,0.782839166666667,0.70685844128878,3,"3",5
7,3.14055483350193,0.2868375,0.2884624,0.286873508680556,0.000125521107617104,0.7131625,0.135856387242929,0.137109148535282,0.075745,0.2868375,0.7786,0.799215,0.701102483655548,3,"3",5
8,3.62521693007558,0.279334444444444,0.2816552,0.280063268402778,0.00260235468396083,0.720665555555556,0.156373449040382,0.157836421417997,0.0823580555555555,0.279334444444444,0.7906175,0.815429722222222,0.693803104845983,3,"3",5
9,3.85487455336392,0.273301944444444,0.2750868,0.273617071180556,0.00115170714587164,0.726698055555556,0.176706583574185,0.17315096069444,0.0844572222222222,0.273301944444444,0.799055,0.823255555555556,0.688043673954451,3,"3",5
10,4.10233331790965,0.268375625,0.269444,0.267997878125,-0.00140951442467705,0.731624375,0.18896016016791,0.187162969054819,0.089019375,0.268375625,0.8105175,0.83077,0.683410800795148,3,"3",5
11,4.32794027474748,0.262809375,0.2631688,0.261799380555556,-0.00385789470663057,0.737190625,0.205370796544324,0.201393663710597,0.093065625,0.262809375,0.8203725,0.84014,0.678250622082992,3,"3",5
12,4.5647709506231,0.259489375,0.259256,0.258091201736111,-0.00541736120597592,0.740510625,0.215399584208782,0.210597304551001,0.095790625,0.259489375,0.82804,0.8445625,0.675209758131425,3,"3",5
13,4.94224874974202,0.25416375,0.2555508,0.2544471125,0.00111364006930908,0.74583625,0.227356267189649,0.232034244085698,0.101849583333333,0.25416375,0.843379166666667,0.8519925,0.670388439821744,3,"3",5
14,5.22884335158941,0.252101805555556,0.2521468,0.251028110069444,-0.0042771922467729,0.747898194444444,0.232310638309236,0.240427281849209,0.106471527777778,0.252101805555555,0.848161944444445,0.8605775,0.668540188643471,3,"3",5
15,5.3833671596542,0.246169027777778,0.2484656,0.247491964236111,0.00534537136353721,0.753830972222222,0.24980842447068,0.258760843976412,0.112273472222222,0.246169027777778,0.861321388888889,0.8708875,0.663278663817762,3,"3",5
