"evals","secs","best","method"
21200,0.150999999999954,1.50350969191764,"tempering"
21600,0.153999999999996,1.50350969191764,"tempering"
22000,0.157000000000039,1.50350969191764,"tempering"
22400,0.158999999999992,1.50350969191764,"tempering"
22800,0.162000000000035,1.50372021927533,"tempering"
23200,0.164999999999964,1.50424552915603,"tempering"
23600,0.168000000000006,1.50424552915603,"tempering"
24000,0.171000000000049,1.50592503199647,"tempering"
24400,0.173999999999978,1.50592503199647,"tempering"
24800,0.176000000000045,1.50619339292491,"tempering"
25200,0.178999999999974,1.50619339292491,"tempering"
25600,0.182000000000016,1.50619339292491,"tempering"
26000,0.185000000000059,1.50619339292491,"tempering"
26400,0.187999999999988,1.50831782967927,"tempering"
26800,0.191000000000031,1.50831782967927,"tempering"
27200,0.192999999999984,1.50880272828954,"tempering"
27600,0.196000000000026,1.50880272828954,"tempering"
28000,0.198999999999955,1.50880272828954,"tempering"
28400,0.201999999999998,1.50880272828954,"tempering"
28800,0.205000000000041,1.50880272828954,"tempering"
29200,0.20799999999997,1.50880272828954,"tempering"
29600,0.210000000000036,1.50880272828954,"tempering"
30000,0.212999999999965,1.50880272828954,"tempering"
30400,0.216000000000008,1.5088250697581,"tempering"
30800,0.219000000000051,1.509633080179,"tempering"
31200,0.22199999999998,1.509633080179,"tempering"
31600,0.224000000000046,1.51240668695922,"tempering"
32000,0.226999999999975,1.51240668695922,"tempering"
32400,0.230000000000018,1.51240668695922,"tempering"
32800,0.233000000000061,1.51240668695922,"tempering"
33200,0.23599999999999,1.51240668695922,"tempering"
33600,0.239000000000033,1.51466501311188,"tempering"
34000,0.241999999999962,1.51466501311188,"tempering"
34400,0.244000000000028,1.51466501311188,"tempering"
34800,0.246999999999957,1.51466501311188,"tempering"
35200,0.25,1.51466501311188,"tempering"
35600,0.253000000000043,1.51466501311188,"tempering"
36000,0.255999999999972,1.51466501311188,"tempering"
36400,0.259000000000015,1.51466501311188,"tempering"
36800,0.260999999999967,1.51553212864754,"tempering"
37200,0.26400000000001,1.51553212864754,"tempering"
37600,0.267000000000053,1.51553212864754,"tempering"
38000,0.269999999999982,1.51553212864754,"tempering"
38400,0.273000000000025,1.51553212864754,"tempering"
38800,0.274999999999977,1.51553212864754,"tempering"
39200,0.27800000000002,1.51553212864754,"tempering"
39600,0.280999999999949,1.51553212864754,"tempering"
40000,0.283999999999992,1.51553212864754,"tempering"
40400,0.287000000000035,1.51553212864754,"tempering"
40800,0.289999999999964,1.51553212864754,"tempering"
41200,0.293000000000006,1.51601138996594,"tempering"
41600,0.296000000000049,1.51601138996594,"tempering"
42000,0.298000000000002,1.51601138996594,"tempering"
42400,0.302000000000021,1.51601138996594,"tempering"
42800,0.30499999999995,1.51601138996594,"tempering"
43200,0.307999999999993,1.51601138996594,"tempering"
43600,0.311000000000035,1.51668807698382,"tempering"
44000,0.312999999999988,1.51668807698382,"tempering"
44400,0.317000000000007,1.51668807698382,"tempering"
44800,0.32000000000005,1.51668807698382,"tempering"
45200,0.322000000000003,1.51668807698382,"tempering"
45600,0.325000000000045,1.51668807698382,"tempering"
46000,0.327999999999975,1.51668807698382,"tempering"
46400,0.331000000000017,1.51668807698382,"tempering"
46800,0.335000000000036,1.51668807698382,"tempering"
47200,0.337999999999965,1.51668807698382,"tempering"
47600,0.341000000000008,1.51668807698382,"tempering"
48000,0.344000000000051,1.51668807698382,"tempering"
48400,0.34699999999998,1.51668807698382,"tempering"
48800,0.350000000000023,1.51697318214516,"tempering"
49200,0.355000000000018,1.51697318214516,"tempering"
49600,0.358000000000061,1.51697318214516,"tempering"
50000,0.36099999999999,1.51697318214516,"tempering"
50400,0.364000000000033,1.51697318214516,"tempering"
50800,0.366999999999962,1.51697318214516,"tempering"
51200,0.370999999999981,1.51697318214516,"tempering"
51600,0.374000000000024,1.51697318214516,"tempering"
52000,0.376999999999953,1.51697318214516,"tempering"
52400,0.379999999999995,1.51697318214516,"tempering"
52800,0.383000000000038,1.51697318214516,"tempering"
53200,0.384999999999991,1.51697318214516,"tempering"
53600,0.38900000000001,1.51697318214516,"tempering"
54000,0.392000000000053,1.51697318214516,"tempering"
54400,0.394999999999982,1.51697318214516,"tempering"
54800,0.398000000000025,1.51697318214516,"tempering"
55200,0.400999999999954,1.51697318214516,"tempering"
55600,0.40300000000002,1.51697318214516,"tempering"
56000,0.407000000000039,1.51697318214516,"tempering"
56400,0.409999999999968,1.51697318214516,"tempering"
56800,0.413000000000011,1.52197764194833,"tempering"
57200,0.416000000000054,1.52197764194833,"tempering"
57600,0.418999999999983,1.52197764194833,"tempering"
58000,0.421000000000049,1.52197764194833,"tempering"
58400,0.424999999999955,1.52197764194833,"tempering"
58800,0.427999999999997,1.52197764194833,"tempering"
59200,0.42999999999995,1.52197764194833,"tempering"
59600,0.432999999999993,1.52329677545426,"tempering"
60000,0.436000000000035,1.52329677545426,"tempering"
2000,0.0749999999999318,1.13964456406506,"de_hybrid"
5000,0.15199999999993,1.23702599152212,"de_hybrid"
10000,0.310000000000059,1.29641097678989,"de_hybrid"
20000,0.576999999999998,1.27026362156631,"de_hybrid"
