"fst_target","Fst_Wright","Gst_Nei","ratio","theta_B","theta_T","GD_within","frac_opp","mean_dp"
0.02,0.0446268676001256,0.0228226862999565,1.95537313239987,0.6372140625,0.6453090625,0.3465959375,0,0.0991375
0.05,0.0741995790399328,0.0385292152978873,1.92580042096007,0.6360996875,0.6496003125,0.3368990625,0,0.128
0.1,0.119971837213243,0.0638138510837038,1.88002816278676,0.6367103125,0.658502578125,0.31970515625,0,0.16066875
0.15,0.167635129831794,0.0914856710914816,1.83236487016821,0.63370875,0.664410390625,0.30488796875,0.00025,0.19065625
0.2,0.22683172502775,0.127924533858074,1.77316827497225,0.628944375,0.67102796875,0.2868884375,0.00125,0.2211125
0.3,0.316951795944151,0.188320093970186,1.68304820405585,0.6413359375,0.698175546875,0.24498484375,0.00625,0.25041875
0.4,0.410632685250894,0.258362356794606,1.58936731474911,0.6340646875,0.7091971875,0.2156703125,0.023,0.2839625
