"cycle","index","GD","GD_pool","gd_ref","alpha","theta","F_hom","F_drift","GD_BS","GD_T","theta_A","theta_B","Ns","max_line","budget","seed"
7,7.32733747985114,0.263316736111111,0.2700424,0.268687505208333,0.0199889053011897,0.736683263888889,0.203522983904586,0.249234746152404,0.114952430555555,0.263316736111111,0.832311388888889,0.87096,0.678717740050917,18,"0.020",3
8,7.99271617582816,0.254361180555556,0.2572444,0.25618599375,0.00712300140898878,0.745638819444444,0.230521054462921,0.273738982046895,0.122949375,0.254361180555555,0.860288055555556,0.876888333333333,0.670565945550604,19,"0.020",3
9,8.69773080036456,0.247473194444444,0.2508752,0.249967830902778,0.00997983000181949,0.752526805555556,0.250785666326042,0.301297897009211,0.131580972222222,0.247473194444444,0.876968333333333,0.891247222222222,0.664428158982155,12,"0.020",3
10,9.11313375350797,0.240641875,0.2459428,0.245189509027778,0.0185474249930594,0.759358125,0.269946691457833,0.323587757075719,0.138615347222222,0.240641875,0.892503611111111,0.903443333333333,0.658450846232797,13,"0.020",3
11,9.80238242440878,0.235093055555556,0.2390572,0.238237394791667,0.0131983446127789,0.764906944444444,0.28908447458148,0.339773014984048,0.143725277777778,0.235093055555555,0.909536111111111,0.907728333333333,0.653674284998357,16,"0.020",3
12,10.3793211609682,0.227303472222222,0.2322428,0.231677901388889,0.0188815123947615,0.772696527777778,0.312438197246783,0.359874203094341,0.148652638888889,0.227303472222222,0.930213888888889,0.912484444444444,0.647084569459586,12,"0.020",3
13,10.8651461689451,0.221518333333333,0.2261304,0.22556485,0.0179394824444793,0.778481666666667,0.325422612862464,0.381195071226925,0.1532875,0.221518333333333,0.938389166666667,0.925149166666667,0.642275883182862,20,"0.020",3
14,11.1426425447959,0.217133472222222,0.2203336,0.219772052083333,0.0120059845467093,0.782866527777778,0.334302634293378,0.399957578693896,0.157353194444444,0.217133472222222,0.946083888888889,0.934355555555555,0.638678474885477,13,"0.020",3
15,11.6587078026721,0.211203055555556,0.2157144,0.215230270138889,0.0187111904879114,0.788796944444444,0.352257673686526,0.413752357051048,0.161938333333334,0.211203055555556,0.954765833333333,0.946704722222222,0.633876694783793,16,"0.020",3
0,1.43905662375414,0.326025,0.3337572,0.331444012847222,0.0163497080567876,0.673975,0.0214542245166429,0.0313903090258271,0.0424475000000001,0.326025,0.718624166666667,0.714220833333334,0.741867279943618,12,"0.020",4
1,2.42913217984236,0.314102847222222,0.3199688,0.317896725694444,0.0119343112576402,0.685897152777778,0.068068869658311,0.0635250784670267,0.053518263888889,0.314102847222222,0.738096666666667,0.740734166666667,0.728972263516589,10,"0.020",4
2,3.20549332465076,0.301871180555556,0.307776,0.305802636111111,0.0128561859555951,0.698128819444444,0.101311992261996,0.105408856033147,0.0678185416666668,0.301871180555556,0.769320833333333,0.762573888888889,0.71620019983975,13,"0.020",4
3,4.33475767319179,0.290016319444444,0.2951256,0.293418147222222,0.0115937879438705,0.709983680555556,0.13369733239096,0.145969341295429,0.0806092361111109,0.290016319444444,0.804833055555555,0.776352777777778,0.704241539198133,14,"0.020",4
4,5.09878862123308,0.279940069444444,0.2864896,0.2849018375,0.0174157109659059,0.720059930555556,0.162245929121302,0.179345967368293,0.0907113194444444,0.279940069444444,0.827523611111111,0.794018888888889,0.694386645864643,11,"0.020",4
5,5.70583264885695,0.273378819444444,0.279932,0.278356822569444,0.0178835319323208,0.726621180555556,0.177536572848531,0.205673392448375,0.0984086805555555,0.273378819444444,0.843810277777778,0.806249444444444,0.688116467535,15,"0.020",4
6,6.53315021932407,0.263564027777778,0.2690756,0.267845943402778,0.0159864867490676,0.736435972222222,0.204500987896992,0.236387968213868,0.108655138888889,0.263564027777778,0.861350833333333,0.828831388888889,0.678945650212105,13,"0.020",4
7,7.38830753407635,0.254418125,0.2593224,0.258179511458333,0.0145688805323359,0.745581875,0.230189874148397,0.273813941442459,0.121055486111111,0.254418125,0.8774325,0.855842222222222,0.670617160590177,14,"0.020",4
8,8.00055837230644,0.245053888888889,0.2511048,0.250051873263889,0.0199877901723433,0.754946111111111,0.254016235791805,0.308393919343134,0.13331,0.245053888888889,0.893298333333333,0.883213888888889,0.662298927885213,13,"0.020",4
9,8.75601827418758,0.238023194444444,0.2423,0.241495572569444,0.0143786409334752,0.761976805555556,0.277161525864924,0.32874038912586,0.136021805555556,0.238023194444444,0.90574,0.890257222222222,0.656187952644374,19,"0.020",4
10,9.42140944023541,0.232099513888889,0.2354152,0.234615377777778,0.0107233545930301,0.767900486111111,0.294119913502823,0.353674998324527,0.143297152777778,0.232099513888889,0.924726944444444,0.897668333333333,0.651126036567781,17,"0.020",4
11,9.81454283654302,0.229295069444444,0.2325904,0.232022694097222,0.0117558528634051,0.770704930555556,0.301566920843925,0.363795284311606,0.146787430555556,0.229295069444444,0.931552222222222,0.9034325,0.648756716321485,11,"0.020",4
12,10.4399300904452,0.222979097222222,0.2272388,0.226698653125,0.0164074900821174,0.777020902777778,0.323116704895747,0.380378959438821,0.151443958333333,0.222979097222222,0.936529444444444,0.920400277777778,0.643483332575155,14,"0.020",4
13,11.0145623137999,0.218180972222222,0.2226208,0.222013455902778,0.0172623936912808,0.781819027777778,0.340047626356194,0.391165868048816,0.155597638888889,0.218180972222222,0.944317222222222,0.930516111111111,0.639534191718494,15,"0.020",4
14,11.4992632138361,0.212108819444444,0.2167224,0.2162058,0.0189494479590997,0.787891180555556,0.358155163375756,0.409632473358798,0.160222291666667,0.212108819444444,0.953227777777778,0.942999166666667,0.634605402801236,15,"0.020",4
15,11.8497931235413,0.206279236111111,0.2102572,0.209963324305556,0.0175463415176409,0.793720763888889,0.375728909029942,0.430370312202658,0.167239375,0.206279236111111,0.963014722222222,0.958905555555556,0.629944462521323,16,"0.020",4
0,1.40419975202733,0.324355902777778,0.3317328,0.32946658125,0.0155119783403592,0.675644097222222,0.0179463992528919,0.0277975909465937,0.0421188194444444,0.324355902777778,0.708958611111111,0.726567222222222,0.740034586338653,13,"0.020",5
1,2.71822706050576,0.311379791666667,0.3194372,0.317142218402778,0.0181698506276851,0.688620208333333,0.0541286016363086,0.0739632520482765,0.0582321527777778,0.311379791666667,0.731261944444444,0.762442777777778,0.72608964121188,13,"0.020",5
2,3.67603969060097,0.301757013888889,0.3077012,0.305722169444444,0.0129698005308579,0.698242986111111,0.0768419105006697,0.114428428365437,0.0720757638888888,0.301757013888889,0.741155277777778,0.799482222222222,0.716083097067351,18,"0.020",5
3,4.55436539541955,0.290177291666667,0.294468,0.293032619791667,0.00974406237445496,0.709822708333333,0.114404726075912,0.153329547521844,0.0849357638888887,0.290177291666667,0.763509166666667,0.826007777777778,0.704401245733603,11,"0.020",5
4,5.21344686608202,0.277517361111111,0.2845868,0.282872685763889,0.0189319256410914,0.722482638888889,0.151164486897396,0.19670887329633,0.0966151388888891,0.277517361111111,0.782400833333333,0.855794722222222,0.692058152108615,15,"0.020",5
5,5.91955865287034,0.267992083333333,0.2740196,0.272796425,0.0176114539135425,0.732007916666667,0.179358193442673,0.224688458602882,0.103340138888889,0.267992083333333,0.798907777777778,0.871788333333333,0.683052721993558,14,"0.020",5
6,6.8238340526269,0.257312152777778,0.2629732,0.261854601041667,0.017347215767143,0.742687847222222,0.203763607803196,0.262682562432955,0.113364513888889,0.257312152777778,0.822835,0.889269722222222,0.673230350907295,13,"0.020",5
7,7.4971002262146,0.249938194444444,0.25586,0.254867086458333,0.0193390683841584,0.750061805555556,0.225138743511151,0.291073183623021,0.123266527777778,0.249938194444445,0.850950833333333,0.895705833333333,0.666611732922009,15,"0.020",5
8,8.06034787786637,0.241218263888889,0.2456636,0.244779628819444,0.0145492700831836,0.758781736111111,0.25222275354542,0.320203652723641,0.131710347222222,0.241218263888889,0.870827222222222,0.910156944444444,0.658951021360355,12,"0.020",5
9,8.56899467686467,0.235745,0.239284,0.23850013125,0.0115519066407223,0.764255,0.269647883193855,0.337763460784623,0.136455555555556,0.235745,0.880067777777778,0.921353333333333,0.654231899038933,13,"0.020",5
10,9.1159790560634,0.227158958333333,0.2320964,0.231467422222222,0.0186136945213505,0.772841041666667,0.298447156162826,0.365763840227266,0.143741319444444,0.227158958333333,0.895635277777778,0.937529444444444,0.646963570829167,14,"0.020",5
11,9.57705333194693,0.220013055555556,0.2248356,0.224202345486111,0.0186853082266935,0.779986944444444,0.321001302385383,0.387871784158184,0.151979444444444,0.220013055555556,0.916719722222222,0.947213055555556,0.641036370623013,15,"0.020",5
12,9.92063574820577,0.214002013888889,0.2184768,0.217887392708333,0.0178320497168255,0.785997986111111,0.337994760816108,0.410273461664325,0.158147430555555,0.214002013888889,0.9336975,0.954593333333333,0.636133945423772,15,"0.020",5
13,10.2293566506676,0.207898819444444,0.2123868,0.211925759375,0.019001653892531,0.792101180555556,0.356460510201595,0.427470897197827,0.160704791666667,0.207898819444445,0.947411944444444,0.9582,0.631232489325815,20,"0.020",5
14,10.4721232615196,0.205063333333333,0.2092676,0.209043638194444,0.0190405452923123,0.794936666666667,0.365321610603237,0.436091709956688,0.164576111111111,0.205063333333333,0.956411111111111,0.962614444444444,0.628980925105145,13,"0.020",5
15,10.7029087463665,0.200935625,0.2047324,0.204411896875,0.0170062111263799,0.799064375,0.377819630814619,0.45146694914421,0.168940208333333,0.200935625,0.968917777777778,0.967091388888889,0.625731812909317,16,"0.020",5
0,1.04193641436982,0.325335069444444,0.3280928,0.325827530902778,0.00151141758024204,0.674664930555556,0.00582007848741539,0.0176927976598408,0.0393807638888889,0.325335069444444,0.7123725,0.715718888888889,0.741108626452946,9,"0.005",1
1,1.87078064045494,0.317562916666667,0.3208512,0.318686672569444,0.00352620928172913,0.682437083333333,0.0190131879257927,0.050673034092022,0.0512709722222222,0.317562916666667,0.735428333333333,0.731987777777778,0.732668274059452,12,"0.005",1
2,3.33987058514,0.309436180555556,0.3124116,0.310500643055556,0.00342821351197515,0.690563819444444,0.0366782140940023,0.0909750780612476,0.0650099305555556,0.309436180555556,0.759169444444445,0.751978055555555,0.724046041685543,12,"0.005",1
3,4.62655230808156,0.303840069444444,0.3064172,0.304467360416667,0.00206028971829294,0.696159930555556,0.0532852781385014,0.119041753425951,0.0734615972222223,0.303840069444445,0.772298055555556,0.766945,0.718225766888056,10,"0.005",1
4,5.5475887602899,0.295239444444444,0.29805,0.296244806944444,0.00339368818096646,0.704760555555556,0.0837564048740866,0.147359294824508,0.0834752777777777,0.295239444444444,0.795363888888889,0.781107777777778,0.709460817661475,14,"0.005",1
5,6.50313803020307,0.286726875,0.2896392,0.287976857986111,0.00434056748466695,0.713273125,0.108612954536001,0.178238043650182,0.0925372916666667,0.286726875,0.812247777777778,0.799373055555556,0.700993746259541,13,"0.005",1
6,7.0378063768331,0.282389166666667,0.2852328,0.283762062152778,0.00483819251839209,0.717610833333333,0.116884596833814,0.203580754656473,0.102170833333333,0.282389166666667,0.824152777777778,0.815410555555556,0.696756482448124,10,"0.005",1
7,7.85311644999657,0.277115486111111,0.2791168,0.277789976388889,0.00242805837181658,0.722884513888889,0.131033098718394,0.222349956827808,0.106938402777778,0.277115486111111,0.837910833333333,0.821735,0.691673414485198,13,"0.005",1
8,8.40348936052016,0.2746075,0.2765992,0.275343162152778,0.00267180106099591,0.7253925,0.145202809596386,0.230791255254805,0.110541388888889,0.2746075,0.841126666666667,0.830741111111111,0.689282009394914,13,"0.005",1
9,8.68908551113443,0.272385069444444,0.2728364,0.271636917361111,-0.00275423565618918,0.727614930555556,0.152675641468498,0.240674281808227,0.117241597222222,0.272385069444444,0.849945833333333,0.839767222222222,0.687176663098756,11,"0.005",1
10,9.36875715374222,0.269117361111111,0.271084,0.269872542013889,0.00279828728459138,0.730882638888889,0.158369879241947,0.264568262200317,0.126217361111111,0.269117361111111,0.861628055555555,0.852571944444445,0.684104360120136,12,"0.005",1
11,9.75113402302169,0.264692986111111,0.2637296,0.26279885,-0.0072075509885647,0.735307013888889,0.170757506023997,0.279101608408659,0.131180347222222,0.264692986111111,0.869823888888889,0.863150833333333,0.679988073764728,8,"0.005",1
12,10.4715397308878,0.259739166666667,0.2601432,0.259219271180556,-0.00200562050708399,0.740260833333333,0.181552885801566,0.308305024663581,0.137745833333333,0.259739166666667,0.880550833333333,0.8754625,0.675437599134539,10,"0.005",1
13,10.9794298643837,0.256936388888889,0.25689,0.25601891875,-0.00358360289688135,0.743063611111111,0.184940947832313,0.321802730624518,0.141648055555555,0.256936388888889,0.887658055555556,0.881765277777778,0.672889901380508,12,"0.005",1
14,11.2638127682621,0.254903819444444,0.2555876,0.254721364930556,-0.000716290578682385,0.745096180555556,0.192903516022315,0.326082000336257,0.143435069444444,0.254903819444444,0.892257222222222,0.884805277777778,0.671054305535685,9,"0.005",1
15,11.6200711805987,0.252348125,0.2526932,0.25177555,-0.0022741485422235,0.747651875,0.198845964743649,0.34216470222041,0.150101875,0.252348125,0.905071944444444,0.890435555555555,0.668760444157249,16,"0.005",1
0,1.05227673501261,0.323981458333333,0.327496,0.325230071875,0.00383917002037426,0.676018541666667,0.0079281650582036,0.0175779721018742,0.038374375,0.323981458333333,0.718465277777778,0.710320555555556,0.739624683617837,7,"0.005",2
1,1.94092964611026,0.316782638888889,0.3179912,0.315900340972222,-0.00279296285009153,0.683217361111111,0.0299665405053189,0.0424445481348807,0.0456756944444445,0.316782638888889,0.733170555555555,0.724615555555555,0.731831520186861,9,"0.005",2
2,3.09367260121604,0.307040347222222,0.3083844,0.306448228819444,-0.00193219717750955,0.692959652777778,0.0521076052552297,0.0754766087587611,0.056992986111111,0.307040347222222,0.753099166666667,0.746806111111111,0.721542730512108,10,"0.005",2
3,3.96616144487606,0.297032083333333,0.3001768,0.298281514583333,0.00418876527345438,0.702967916666667,0.0806996504077819,0.107450716758825,0.0670781944444444,0.297032083333333,0.777078888888889,0.763013333333333,0.711270014100928,11,"0.005",2
4,4.52842135545705,0.294176944444444,0.2951788,0.293447182986111,-0.00248685794461299,0.705823055555556,0.0859280571574629,0.126940060502894,0.0723111111111111,0.294176944444445,0.781167777777778,0.775100555555556,0.708392841611625,9,"0.005",2
5,5.0662173213114,0.290304097222222,0.2923272,0.290613072222222,0.00106318341992431,0.709695902777778,0.0845861340997531,0.150310658077982,0.0789117361111112,0.290304097222222,0.794726666666667,0.782488611111111,0.704527105261536,11,"0.005",2
6,5.71082457036055,0.284034652777778,0.2848428,0.283413843402778,-0.00219046948288162,0.715965347222222,0.101338278167029,0.170120541155063,0.0850195138888888,0.284034652777778,0.8029675,0.799002222222222,0.698357821282668,11,"0.005",2
7,6.40166152826459,0.279429236111111,0.280952,0.279462795486111,0.000120085304884901,0.720570763888889,0.114579663018786,0.186368951679168,0.0887240972222221,0.279429236111111,0.811736944444444,0.806852777777778,0.693894375205458,11,"0.005",2
8,7.09788641189084,0.274221666666667,0.2751904,0.273852524652778,-0.00134795914099012,0.725778333333333,0.128219295221934,0.214963352521365,0.097211388888889,0.274221666666667,0.825624166666667,0.820355277777778,0.688915577988688,13,"0.005",2
9,7.6953030867514,0.269655347222222,0.2712416,0.270012831597222,0.00132395328357324,0.730344652777778,0.14111844383862,0.240984544870962,0.105660763888889,0.269655347222222,0.838583611111111,0.833427222222222,0.684608284730107,13,"0.005",2
10,8.2989586094299,0.265982361111111,0.2683176,0.267179410069444,0.00448031889142302,0.734017638888889,0.155164726503896,0.256698844724949,0.113602361111111,0.265982361111111,0.845469444444444,0.849770555555555,0.681182540458932,10,"0.005",2
11,9.09457886445543,0.262615694444444,0.264452,0.263264906597222,0.00246600339243487,0.737384305555556,0.166815931130861,0.275978807465954,0.120014305555556,0.262615694444444,0.858570277777778,0.856226944444445,0.67807247351609,12,"0.005",2
12,9.82844121831241,0.258213263888889,0.2589056,0.257896397222222,-0.00122865875630516,0.741786736111111,0.182989620399596,0.300913070935172,0.127687291666667,0.258213263888889,0.868497222222222,0.870450833333333,0.674048180776726,12,"0.005",2
13,10.4161430581808,0.254087569444444,0.2555428,0.25454259375,0.00178761557683527,0.745912430555556,0.195436627698515,0.313903045734339,0.132661041666667,0.254087569444444,0.879186944444444,0.87796,0.670319972583913,12,"0.005",2
14,10.7959760378608,0.2526625,0.2532108,0.252246328125,-0.00164986296567142,0.7473375,0.198871261327711,0.324701477827575,0.136596388888889,0.2526625,0.884444722222222,0.883423055555556,0.669041764932176,13,"0.005",2
15,11.382239978524,0.248976041666667,0.2505752,0.249790345486111,0.00325994912997837,0.751023958333333,0.211477235846948,0.341835320544888,0.140594236111111,0.248976041666667,0.893015,0.890221388888889,0.665757722442831,13,"0.005",2
0,1.46991554882981,0.330793958333333,0.3345224,0.332128914583333,0.00401939184269671,0.669206041666667,0.0081370574875681,0.0273921920586648,0.0443010416666666,0.330793958333333,0.712491944444444,0.714522222222222,0.747154043550987,13,"0.005",3
1,1.90438437632938,0.324146666666667,0.3276696,0.325585754166667,0.00441999529028326,0.675853333333333,0.0221334183822506,0.0549518603513073,0.0544869444444445,0.324146666666667,0.726015555555555,0.734665,0.739805480478999,9,"0.005",3
2,2.54289229589472,0.319060625,0.3212704,0.319269557986111,0.000654409356873984,0.680939375,0.0371175361116923,0.0762448187146122,0.0607377083333334,0.319060625,0.740362222222222,0.742991944444444,0.734279758752385,8,"0.005",3
3,3.88161358677504,0.308999652777778,0.3117564,0.309782638888889,0.00252753386671226,0.691000347222222,0.077809125431922,0.103945539764563,0.0699536805555556,0.308999652777778,0.762121944444444,0.759786111111111,0.723588637849414,11,"0.005",3
4,4.88985437463653,0.304348680555556,0.3060272,0.304211602083333,-0.000450602380985681,0.695651319444444,0.083824551909853,0.126986101420096,0.079823263888889,0.304348680555556,0.775003055555556,0.775946111111111,0.718750882840711,11,"0.005",3
5,5.30693814919241,0.300233680555556,0.3010132,0.299390904513889,-0.00281496875476243,0.699766319444444,0.0889838997219563,0.14340288370349,0.0841965972222223,0.300233680555556,0.784140833333333,0.783785,0.714524243460242,10,"0.005",3
6,5.86423158679168,0.295912708333333,0.297534,0.295938416319444,8.686937786177e-05,0.704087291666667,0.103035862356424,0.164284999556955,0.0896989583333334,0.295912708333333,0.796969444444444,0.790603055555556,0.710139219835135,14,"0.005",3
7,6.60811078230928,0.289004375,0.2914292,0.290072282986111,0.00368152370546292,0.710995625,0.123830215198568,0.1949601060975,0.0976389583333335,0.289004375,0.814354444444444,0.802914722222222,0.703239207695547,13,"0.005",3
8,7.19638783259126,0.284366875,0.2854596,0.284120063194444,-0.000868688408627688,0.715633125,0.13510189446405,0.213914612333485,0.104819513888889,0.284366875,0.826229444444445,0.814675833333333,0.698682023697548,9,"0.005",3
9,7.77901372032244,0.278493958333333,0.2795904,0.278260342708333,-0.00083955774195566,0.721506041666667,0.151864460489349,0.234200631983236,0.114817986111111,0.278493958333333,0.839194722222222,0.833453333333333,0.69299489002893,11,"0.005",3
10,8.56717346363396,0.270919513888889,0.2732596,0.272089131944444,0.00429865774938176,0.729080486111111,0.177851567694047,0.263615430397714,0.123822708333333,0.270919513888889,0.855804166666667,0.850002222222222,0.685795340192112,11,"0.005",3
11,9.20718294062435,0.264954097222222,0.266424,0.265438862152778,0.00182627715709763,0.735045902777778,0.196360312448533,0.278146146592023,0.130247013888889,0.264954097222222,0.869762777777778,0.860823055555555,0.680229626626682,11,"0.005",3
12,9.71580870147193,0.262015902777778,0.2639844,0.262981937152778,0.00367338679400944,0.737984097222222,0.208005347751199,0.293215293660241,0.135969375,0.262015902777778,0.880288888888889,0.867618055555555,0.677521374623117,16,"0.005",3
13,10.1649650380015,0.259252708333333,0.2609708,0.260037007291667,0.00301610515557742,0.740747291666667,0.218701722852615,0.309727444528307,0.142198125,0.259252708333333,0.892209444444445,0.873681388888889,0.674994030521543,14,"0.005",3
14,10.5686123583107,0.255958888888889,0.2578588,0.256971838194444,0.00394186893269272,0.744041111111111,0.229487868865846,0.32353174837456,0.1473425,0.255958888888889,0.89949,0.883277222222222,0.672005877811411,13,"0.005",3
15,10.9273485987846,0.252254305555556,0.2531164,0.252296479861111,0.000167161688418339,0.747745694444444,0.243780236543371,0.332388680666087,0.151034861111111,0.252254305555556,0.903563333333333,0.893997777777778,0.668676534970204,9,"0.005",3
0,1.16232750213124,0.330619583333333,0.3337572,0.331444012847222,0.00248738695506008,0.669380416666667,0.00669425245514932,0.0202287654974005,0.0394493055555555,0.330619583333333,0.707896666666667,0.709762777777778,0.746959408358351,8,"0.005",4
1,1.85470143770111,0.320074583333333,0.3234276,0.321323799652778,0.00388771799908477,0.679925416666667,0.0361026024060893,0.0552963775035362,0.0503062500000002,0.320074583333333,0.727796111111111,0.732667222222222,0.735374774561671,9,"0.005",4
2,2.59767971500658,0.312628888888889,0.3144664,0.312543844097222,-0.000272105156677298,0.687371111111111,0.0538584579480171,0.0853193107032697,0.0597958333333334,0.312628888888889,0.746706111111111,0.747627777777778,0.727409098109706,12,"0.005",4
3,3.90676540540996,0.306217152777778,0.3087156,0.306606092361111,0.00126853181663208,0.693782847222222,0.0780435323339731,0.107269180823296,0.065915902777778,0.306217152777778,0.760443333333333,0.758954166666667,0.720686598122031,15,"0.005",4
4,4.80252939384262,0.297750555555556,0.3003736,0.298552455902778,0.00268596131556663,0.702249444444444,0.0977768964868516,0.139475126524141,0.0769136111111112,0.297750555555556,0.784112777777778,0.774213333333333,0.711997715278442,11,"0.005",4
5,5.43727893843374,0.292700972222222,0.2949616,0.293206341666667,0.00172359656879092,0.707299027777778,0.113028241056477,0.155760749255747,0.0840748611111111,0.292700972222222,0.798731666666667,0.784016111111111,0.706914586848679,12,"0.005",4
6,6.06331203416711,0.286843402777778,0.288886,0.287360777430556,0.00180043587508327,0.713156597222222,0.134422874658017,0.179123801581618,0.0932971527777776,0.286843402777778,0.811389722222222,0.801517777777777,0.701108286661756,11,"0.005",4
7,6.51895065609995,0.286272986111111,0.2875928,0.286067528125,-0.000718214987411187,0.713727013888889,0.134424033285003,0.185789569095733,0.0988131250000001,0.286272986111111,0.819099166666667,0.805981111111111,0.700547954988626,10,"0.005",4
8,7.24740884918367,0.282669305555556,0.2843604,0.282985602083333,0.00111771243995875,0.717330694444444,0.141018929733043,0.211942346370594,0.107230972222222,0.282669305555556,0.832735833333333,0.8163875,0.697028586497666,9,"0.005",4
9,7.97353020008646,0.277381388888889,0.2794948,0.278231365625,0.00305492780873866,0.722618611111111,0.158233525688922,0.229138613412879,0.111818333333333,0.277381388888889,0.842926111111111,0.825947777777778,0.691927930324395,12,"0.005",4
10,8.54602198788694,0.270767430555556,0.2719244,0.270642495833333,-0.000461622709462187,0.729232569444444,0.179442342747731,0.251135093595004,0.118163958333333,0.270767430555556,0.855071111111111,0.839721944444444,0.685652315804981,10,"0.005",4
11,9.26588189224506,0.267096180555556,0.2691824,0.267990360069444,0.00333661074098791,0.732903819444444,0.188093416402342,0.26868194844884,0.125037152777778,0.267096180555556,0.86832,0.847561944444444,0.68221775727545,11,"0.005",4
12,9.82141920289749,0.263272638888889,0.2648508,0.263777564583333,0.00191421016128524,0.736727361111111,0.19916117252086,0.288028195288102,0.130349861111111,0.263272638888889,0.874300277777778,0.859854166666667,0.678677115026533,9,"0.005",4
13,10.3388628539935,0.257430347222222,0.2597288,0.258683327777778,0.00484368500405227,0.742569652777778,0.216069685075212,0.306928001693246,0.138915763888889,0.257430347222222,0.885736388888889,0.877234444444444,0.673337508649348,10,"0.005",4
14,10.7755392358169,0.256097708333333,0.2572404,0.256320092361111,0.000867602791998231,0.743902291666667,0.219616412549885,0.313978962981227,0.143294791666667,0.256097708333333,0.891490277777778,0.882903888888889,0.672131280681743,13,"0.005",4
15,11.3095787463164,0.252587013888889,0.2525084,0.251653337847222,-0.00371016752511167,0.747412986111111,0.228854519029247,0.3325647312312,0.147624652777778,0.252587013888889,0.895360833333333,0.894714444444444,0.668974194041726,12,"0.005",4
0,1.05569043884773,0.328592083333333,0.3317328,0.32946658125,0.00265428412602215,0.671407916666667,0.00331935809500661,0.0163343213178153,0.0387115277777778,0.328592083333333,0.70486,0.715378888888889,0.744703759947225,10,"0.005",5
1,2.2189721910561,0.321275902777778,0.3227372,0.320615897569444,-0.00205855421810567,0.678724097222222,0.00819515024937023,0.047891717703349,0.048722986111111,0.321275902777778,0.717011944444444,0.737882222222222,0.736676363851414,10,"0.005",5
2,3.25989466182459,0.312889513888889,0.3154072,0.313510657986111,0.0019812535280691,0.687110486111111,0.0262722967390767,0.0843291178797284,0.0613302083333334,0.312889513888889,0.737983611111111,0.758897777777778,0.727685008607402,10,"0.005",5
3,3.85657332098024,0.305766666666667,0.307456,0.305654682638889,-0.000366374324158599,0.694233333333333,0.0478641548923913,0.108480749604521,0.0694752777777777,0.305766666666667,0.746119166666667,0.781298055555556,0.720218946559754,9,"0.005",5
4,4.44289544267602,0.301417361111111,0.3036224,0.301844358680556,0.00141462829158378,0.698582638888889,0.0567912880506781,0.129239702879648,0.0756618055555555,0.301417361111111,0.754068888888889,0.79442,0.715734935519241,10,"0.005",5
5,5.05566415099525,0.294667222222222,0.2972924,0.295650143402778,0.00332460917908813,0.705332777777778,0.0804149949155123,0.154272039610834,0.0858047222222222,0.294667222222222,0.769631388888889,0.812643611111111,0.708885246443956,13,"0.005",5
6,5.71350686879697,0.291012708333333,0.2918592,0.290360935069444,-0.0022447002511996,0.708987291666667,0.0893967192127922,0.172695238626704,0.0946186805555554,0.291012708333333,0.784010555555556,0.823201388888889,0.705231258552766,11,"0.005",5
7,6.48563608005382,0.284644583333333,0.2866484,0.2852152,0.00200065307412329,0.715355416666667,0.112166931369525,0.199361195586101,0.10138625,0.284644583333333,0.795426944444444,0.838056388888889,0.698953259248171,10,"0.005",5
8,7.04698282300278,0.280196597222222,0.2809272,0.279470332986111,-0.00259871675233307,0.719803402777778,0.113906664231971,0.233107943340631,0.109157847222222,0.280196597222222,0.807284166666667,0.850638333333333,0.694634115468836,11,"0.005",5
9,7.84021860361918,0.272877152777778,0.275368,0.274196103125,0.00481024468324008,0.727122847222222,0.130384864092022,0.26741339276368,0.121053958333333,0.272877152777778,0.826747222222222,0.869606388888889,0.687641712690113,17,"0.005",5
10,8.49723352680065,0.266654722222222,0.267792,0.266690520138889,0.000134230180540531,0.733345277777778,0.149244325336495,0.285220384606995,0.126245,0.266654722222222,0.837629166666667,0.881551388888889,0.681807076627161,17,"0.005",5
11,9.0609828430666,0.261323125,0.2631788,0.262089136805556,0.00292271482478071,0.738676875,0.16666851112325,0.301579261514563,0.130168541666667,0.261323125,0.849608333333333,0.8880825,0.676885952331999,10,"0.005",5
12,9.61799536491476,0.255806875,0.2576284,0.256687265277778,0.00342981673370154,0.744193125,0.182284464324915,0.32509467348315,0.136299791666667,0.255806875,0.861892222222222,0.899093611111111,0.671868609374751,10,"0.005",5
13,9.86620259112821,0.253940694444444,0.2546428,0.253775563888889,-0.000650695256174699,0.746059305555556,0.193055908093274,0.331540887066812,0.140110972222222,0.253940694444444,0.868684444444444,0.903656111111111,0.670188008214271,11,"0.005",5
14,10.2311151102871,0.247788611111111,0.2496236,0.248895918402778,0.00444887685893949,0.752211388888889,0.210759456671823,0.360251598640468,0.145898888888889,0.247788611111111,0.881546111111111,0.914674444444444,0.664706766456385,12,"0.005",5
15,10.4417036200712,0.245077013888889,0.2451196,0.24448955,-0.00240281798910799,0.754922986111111,0.220766300136771,0.363830511024166,0.149925763888889,0.245077013888889,0.889574166666667,0.920123333333333,0.662319215600635,12,"0.005",5
