"encoding","dim","seed","secs","evaluations","index","loss_pct","Ne_parents","max_use","pool_imbalance","violation","feasible"
"hybrid keys / penalty",3600,1,6.54612803459167,60000,0.35123701774857,0.0563126407433714,76.9230769230769,5,0,0,TRUE
"hybrid keys / repair",3600,1,9.45535516738892,60000,0.35123701774857,0.0563126407433714,76.9230769230769,5,0,0,TRUE
"line weights / repair",120,1,11.9150788784027,60000,1.98959770601437,0.49740819249353,50.251256281407,6,0,0,TRUE
"hybrid keys / penalty",3600,2,6.49637484550476,60000,0.357654640663537,0.072909191056219,77.2200772200772,6,0,0,TRUE
"hybrid keys / repair",3600,2,9.74602580070496,60000,0.357654640663537,0.072909191056219,77.2200772200772,6,0,0,TRUE
"line weights / repair",120,2,12.2564430236816,60000,1.95637921476891,0.417214966160099,50,6,0,0,TRUE
"hybrid keys / penalty",3600,3,6.60639405250549,60000,0.343451431069534,0.0522427084346836,75.7575757575758,6,0,0,TRUE
"hybrid keys / repair",3600,3,9.66205906867981,60000,0.343451431069534,0.0522427084346836,75.7575757575758,6,0,0,TRUE
"line weights / repair",120,3,12.2049989700317,60000,2.01729317829007,0.42799625621416,50,6,0,0,TRUE
