"strategy","theta","gene_diversity","loss_pct","status_number","Ne_parents","n_lines_used","He_Nei","alleles_retained","alleles_lost_MAF","alleles_fixed","E_NE","A_NE","eff_dim","theta_within_A","theta_within_B","theta_between","mean_index"
"random",0.667445949074074,0.332554050925926,0.0522580890320799,0.749124330881974,52.9411764705882,66,0.332554050925926,11837,88,163,0.260605555555556,0.258699322916667,1.49572806097452,0.700155277777778,0.701493333333333,0.634067592592592,0.00211356480415163
"random",0.666846319444444,0.333153680555556,-0.127958111304464,0.749797945074593,53.3333333333333,67,0.333153680555556,11838,94,162,0.266102777777778,0.25837875,1.49854372337153,0.70038962962963,0.700051574074074,0.633472037037037,0.00700141320625823
"random",0.667529305555556,0.332470694444444,0.0773105341143835,0.749030785373343,47.0588235294118,62,0.332470694444444,11831,115,169,0.262931944444444,0.2601190625,1.49552985060583,0.701821018518518,0.702001759259259,0.633147222222222,-0.00651575609809695
"random",0.667223009259259,0.332776990740741,-0.0147455484540964,0.749374636457895,49.6551724137931,65,0.332776990740741,11831,105,169,0.264455555555556,0.259613333333333,1.4955209272684,0.700699166666667,0.700929722222222,0.633631574074074,-0.0176072693030541
"random",0.667813078703704,0.332186921296296,0.162597377842223,0.748712500465779,49.3150684931507,61,0.332186921296296,11819,104,181,0.260143055555556,0.260569895833333,1.49584274357808,0.701263703703704,0.701973981481482,0.634007314814815,0.0351380782662661
"random",0.66747224537037,0.33252775462963,0.0601613319128232,0.749094817751647,48.3221476510067,63,0.33252775462963,11819,87,181,0.2626,0.259951041666667,1.49485352872989,0.699858425925926,0.702470740740741,0.633779907407407,-0.102014778882565
"random",0.66708837962963,0.33291162037037,-0.0552079257377727,0.749525872835024,50,61,0.33291162037037,11834,92,166,0.262165277777778,0.260902291666667,1.4964183850891,0.701765092592593,0.699683981481481,0.633452222222222,0.0414294163601857
"random",0.667073032407407,0.332926967592593,-0.0598204697782176,0.749543117034044,47.0588235294118,62,0.332926967592593,11832,116,168,0.264061111111111,0.260674322916667,1.49455179783119,0.700656851851852,0.702258611111111,0.632688333333333,0.100333492619054
"random",0.667476226851852,0.332523773148148,0.0613579496729075,0.749090349417008,51.7985611510791,60,0.332523773148148,11820,90,180,0.261684722222222,0.260775989583333,1.49602111655499,0.701554166666667,0.699760185185185,0.634295277777778,0.109083914691645
"random",0.66752287037037,0.33247712962963,0.0753764658742435,0.749038006327152,48.3221476510067,60,0.33247712962963,11822,108,178,0.261761111111111,0.260961927083333,1.49564496900629,0.701190833333333,0.701039166666667,0.633930740740741,0.0692264744698746
"random",0.667233356481482,0.332766643518518,-0.0116357336937324,0.749363015417346,47.682119205298,60,0.332766643518519,11815,105,185,0.259741666666667,0.261044739583333,1.49546733236926,0.70242537037037,0.700296388888889,0.633105833333333,0.0361640924148257
"random",0.666925023148148,0.333074976851852,-0.104304039302306,0.74970946155207,52.5547445255474,66,0.333074976851852,11838,76,162,0.264252777777778,0.258572552083333,1.49879063324904,0.700399259259259,0.699997685185185,0.633651574074074,0.0740411167017735
"random",0.667811990740741,0.332188009259259,0.162270395082166,0.748713720227451,50,66,0.332188009259259,11837,95,163,0.26565,0.259021875,1.49386708538974,0.701663148148148,0.701327407407408,0.634128703703704,-0.0310625676277735
"random",0.667703472222222,0.332296527777778,0.129655604039161,0.748835404937946,48.3221476510067,63,0.332296527777778,11822,89,178,0.262211111111111,0.259868385416667,1.49520238709045,0.701432592592593,0.701504444444444,0.633938425925926,0.134279057231782
"random",0.667500023148148,0.332499976851852,0.068509827913577,0.749063644435301,54.1353383458647,66,0.332499976851852,11830,101,170,0.260323611111111,0.25850671875,1.49699225617588,0.6999025,0.701355555555556,0.634371018518519,0.203002527317983
"random",0.667893935185185,0.332106064814815,0.18689845828442,0.748621859938534,51.063829787234,65,0.332106064814815,11824,104,176,0.259618055555556,0.259155208333333,1.49315073117881,0.699815740740741,0.70273,0.634515,-0.13325131047483
"random",0.667735324074074,0.332264675925926,0.139228546120035,0.748799684505733,50,64,0.332264675925926,11833,94,167,0.261456944444444,0.259266770833333,1.49585554673347,0.701488055555556,0.700960277777778,0.634246481481481,0.175973310541977
"random",0.667946666666666,0.332053333333334,0.202746686525827,0.748562759501757,44.7204968944099,62,0.332053333333333,11827,116,173,0.266804166666667,0.2607371875,1.49196593275268,0.702241481481481,0.702520740740741,0.633512222222222,0.0337725065599186
"random",0.668265578703704,0.331734421296296,0.298594377694654,0.748205527763223,48.9795918367347,64,0.331734421296296,11826,111,174,0.262444444444444,0.259302760416667,1.4942555384602,0.701068240740741,0.701772962962963,0.635110555555556,0.00461194983093384
"random",0.667151064814815,0.332848935185185,-0.0363681530959878,0.749455447753483,49.6551724137931,63,0.332848935185185,11824,105,176,0.263329166666667,0.25987078125,1.49589278931038,0.7011225,0.700703240740741,0.633389259259259,0.147061882206617
"random",0.669418842592592,0.330581157407408,0.645203060406425,0.74691653145518,45.859872611465,64,0.330581157407407,11826,132,174,0.262820833333333,0.25889046875,1.49071310558976,0.705189166666667,0.701423796296296,0.635531203703704,0.0432747252939181
"random",0.667552222222222,0.332447777777778,0.0841980433150103,0.749005071596563,43.6363636363636,64,0.332447777777778,11837,120,163,0.265783333333333,0.259814479166667,1.49364643045895,0.703260740740741,0.702053703703703,0.632447222222222,0.0555754895263497
"random",0.666824837962963,0.333175162037037,-0.134414281545065,0.749822099499796,46.1538461538462,63,0.333175162037037,11825,105,175,0.263631944444444,0.260267864583333,1.49692084464087,0.701694351851852,0.70040962962963,0.632597685185185,0.197401908975449
"random",0.666748078703704,0.333251921296296,-0.157483958827132,0.749908422641582,51.063829787234,66,0.333251921296296,11836,96,164,0.2655625,0.258482291666667,1.4974959205237,0.698731666666666,0.702756203703704,0.632752222222222,0.1355637509862
"random",0.666692222222222,0.333307777777778,-0.17427139286869,0.749971251102041,50.3496503496503,63,0.333307777777778,11824,94,176,0.266376388888889,0.260011041666667,1.49717343730195,0.700314074074074,0.700094814814815,0.63318,-0.045314308846839
"random",0.668067731481482,0.331932268518518,0.239132214929253,0.748427107669486,48.9795918367347,62,0.331932268518519,11830,111,170,0.260376388888889,0.2597921875,1.49359802651758,0.702141018518519,0.70113287037037,0.634498518518519,0.0304217477872683
"random",0.66705375,0.33294625,-0.0656157174187288,0.749564783947321,53.7313432835821,68,0.33294625,11844,95,156,0.267933333333333,0.2581025,1.49746237866354,0.701275925925926,0.699893333333333,0.63352287037037,0.00644422158686423
"random",0.667257847222222,0.332742152777778,-0.0042751430530924,0.749335511124354,48,62,0.332742152777778,11817,103,183,0.2632,0.260253229166667,1.49623282951895,0.701172037037037,0.7010225,0.633418425925926,-0.0997954013338015
"random",0.66792650462963,0.33207349537037,0.19668706984534,0.748585355625697,42.603550295858,60,0.33207349537037,11827,129,173,0.262379166666667,0.261467760416667,1.49132952755648,0.702485648148148,0.703182962962963,0.633018703703704,-0.00421201379986239
"random",0.666570694444445,0.333429305555555,-0.210796062872029,0.750107984295239,48.6486486486486,64,0.333429305555555,11822,102,178,0.270031944444444,0.260203125,1.4955950898316,0.700849537037037,0.701483055555555,0.631975092592592,0.0363612357430105
"random",0.667132291666667,0.332867708333333,-0.042010344976534,0.749476537480853,48,62,0.332867708333333,11842,86,158,0.263565277777778,0.260423697916667,1.49546681077278,0.700417592592593,0.701975833333333,0.63306787037037,-0.193353533797503
"random",0.666671828703704,0.333328171296296,-0.180400580349234,0.749994192753299,50.3496503496503,66,0.333328171296296,11833,90,167,0.266316666666667,0.258863489583333,1.49801836604066,0.700575185185185,0.70068712962963,0.6327125,-0.100970449372775
"random",0.666301550925926,0.333698449074074,-0.29168603203947,0.750410980291394,50.3496503496503,64,0.333698449074074,11825,87,175,0.263580555555556,0.259632604166667,1.50030142146299,0.699421018518519,0.700623148148148,0.632581018518519,0.0362069247644174
"random",0.66706462962963,0.33293537037037,-0.0623458898183907,0.749552558764226,51.063829787234,64,0.33293537037037,11829,96,171,0.2606875,0.258890729166667,1.49856729018394,0.699594537037037,0.701540092592593,0.633561944444445,-0.0596311595390712
"random",0.667495185185185,0.332504814814815,0.0670557981934257,0.749069073601308,50.3496503496503,66,0.332504814814815,11840,98,160,0.267240277777778,0.259180572916667,1.49385140095927,0.70164425925926,0.700917222222222,0.63370962962963,-0.210685008202923
"random",0.667212152777778,0.332787847222222,-0.0180084189743587,0.74938682983871,46.7532467532468,60,0.332787847222222,11821,109,179,0.2617125,0.261305989583333,1.4961385188439,0.702622962962963,0.699829907407407,0.63319787037037,-0.144193864957519
"random",0.667106041666667,0.332893958333333,-0.0498996736972593,0.749506028682971,49.6551724137931,64,0.332893958333333,11830,100,170,0.265808333333333,0.259547760416667,1.49669895251055,0.701825648148148,0.700248703703704,0.633174907407408,-0.0947382448972464
"random",0.667025393518518,0.332974606481482,-0.0741381404195413,0.74959664933074,50.7042253521127,65,0.332974606481481,11822,89,178,0.260563888888889,0.259136822916667,1.49791364527445,0.700109722222222,0.700917592592593,0.63353712962963,-0.151942717649739
"random",0.666946712962963,0.333053287037037,-0.0977852553416568,0.74968508020485,50.3496503496503,66,0.333053287037037,11835,93,165,0.263268055555556,0.258494739583333,1.49726968050119,0.701971481481481,0.699921851851852,0.632946759259259,-0.0377100134661298
"random",0.667551666666667,0.332448333333333,0.0840310733949939,0.749005694939967,48.3221476510067,64,0.332448333333333,11837,110,163,0.267806944444444,0.259153958333333,1.49624540822003,0.701805740740741,0.70095962962963,0.633720648148148,-0.081959559500607
"random",0.667175,0.332825,-0.0291745323753977,0.749428560722449,47.3684210526316,63,0.332825,11828,94,172,0.262713888888889,0.259672604166667,1.49648552653229,0.701558425925926,0.700285462962963,0.633428055555555,0.128777227892405
"random",0.66815400462963,0.33184599537037,0.265061252091592,0.748330469525749,43.1137724550898,60,0.33184599537037,11811,107,189,0.262981944444444,0.261207708333333,1.49125696723273,0.700406203703704,0.705824444444444,0.633192685185185,0.236368761494681
"random",0.667392060185185,0.332607939814815,0.0360620067905215,0.749184819281881,51.063829787234,62,0.332607939814815,11821,96,179,0.263131944444444,0.260057708333333,1.49613614821392,0.700754722222222,0.701383888888889,0.633714814814815,0.0691516699982304
"random",0.666989351851852,0.333010648148148,-0.0849703139804808,0.749637154793825,51.4285714285714,64,0.333010648148148,11834,103,166,0.262594444444444,0.2593684375,1.49878322587553,0.700688333333333,0.701067407407407,0.633100833333333,0.0488447968953968
"random",0.669589490740741,0.330410509259259,0.696490654171131,0.746726176133484,45.2830188679245,60,0.330410509259259,11819,129,181,0.259511111111111,0.26067921875,1.48863155585657,0.70301712962963,0.704869907407407,0.635235462962963,0.0481797983932912
"random",0.666623402777778,0.333376597222222,-0.194954791710597,0.750048675033807,51.063829787234,64,0.333376597222222,11833,91,167,0.264686111111111,0.259952760416667,1.49727023683461,0.699952314814815,0.700989074074074,0.632776111111111,0.139155968127577
"random",0.66657,0.33343,-0.211004775272066,0.750108765771037,50.3496503496503,64,0.33343,11819,91,181,0.266191666666667,0.2598696875,1.49759316208198,0.701346388888889,0.699334351851852,0.63279962962963,0.0139696932919263
"random",0.666643796296296,0.333356203703704,-0.188825604229987,0.75002573004935,54.1353383458647,68,0.333356203703704,11838,84,162,0.264823611111111,0.258418854166667,1.49837455255514,0.700187592592593,0.700003148148148,0.633192222222222,0.239954243356871
"random",0.666418171296296,0.333581828703704,-0.256636262996242,0.750279661533561,50.3496503496503,64,0.333581828703704,11832,81,168,0.262995833333333,0.259953177083333,1.49762673552307,0.700101111111111,0.700139722222222,0.632715925925926,0.30766322805091
"random",0.66753,0.33247,0.0775192465144207,0.749030006142046,49.3150684931507,61,0.33247,11823,99,177,0.264226388888889,0.260763489583333,1.49524267349696,0.701860925925926,0.699999074074074,0.63413,0.243227014690879
"random",0.666697893518518,0.333302106481482,-0.172566908268547,0.749964871437098,50,63,0.333302106481482,11831,100,169,0.260884722222222,0.260326145833333,1.49558750068028,0.7009775,0.700303518518518,0.632755277777778,0.00869228479638819
"random",0.667680023148148,0.332319976851852,0.12260808199856,0.748861704207462,46.4516129032258,62,0.332319976851852,11825,104,175,0.263343055555556,0.260450520833333,1.49385972495604,0.70320037037037,0.700290092592593,0.633614814814815,0.241225071296594
"random",0.668442407407408,0.331557592592592,0.351739511819602,0.748007598649043,43.9024390243902,58,0.331557592592593,11815,124,185,0.261990277777778,0.262096875,1.48908735986886,0.701423148148148,0.704967592592593,0.633689444444445,0.0531802409064438
"random",0.66663849537037,0.33336150462963,-0.190418775550152,0.750031694047627,49.6551724137931,62,0.33336150462963,11824,80,176,0.26015,0.260543645833333,1.49619355163645,0.701721851851852,0.700264907407407,0.632283611111111,0.109764638673891
"random",0.667188009259259,0.332811990740741,-0.0252646534149967,0.749413947884227,48.6486486486486,64,0.332811990740741,11831,86,169,0.265309722222222,0.25960921875,1.49531580829978,0.70216037037037,0.700581666666667,0.633005,0.0239445566536852
"random",0.667613055555556,0.332386944444444,0.102481249556707,0.748936821770095,47.682119205298,64,0.332386944444444,11829,101,171,0.262080555555556,0.259623697916667,1.49402055459214,0.700854537037037,0.702348796296296,0.633624444444444,0.0369115500025682
"random",0.667243541666667,0.332756458333333,-0.00857461849349826,0.749351576713775,51.063829787234,61,0.332756458333333,11823,104,177,0.263359722222222,0.260913541666667,1.49532858318923,0.70007462962963,0.701562129629629,0.633668703703704,0.0631544975294961
"random",0.66793,0.33207,0.197737588925401,0.748581438174659,48.3221476510067,65,0.33207,11837,116,163,0.262801388888889,0.258896927083333,1.4939095316814,0.701819259259259,0.701889074074074,0.634005833333333,-0.00708762798728849
"random",0.666554652777778,0.333445347222222,-0.215617319312511,0.750126036801809,53.3333333333333,64,0.333445347222222,11837,73,163,0.262302777777778,0.259712291666667,1.4992056450723,0.699723981481481,0.69998037037037,0.63325712962963,-0.0305295994387422
"random",0.66677837962963,0.33322162037037,-0.148377141106228,0.749874343972777,49.3150684931507,62,0.33322162037037,11830,113,170,0.261606944444444,0.260320364583333,1.49823919749774,0.699883055555556,0.701499722222222,0.63286537037037,0.0633652904166953
"random",0.667536689814815,0.332463310185185,0.0795298426345599,0.749022499630257,48,64,0.332463310185185,11821,105,179,0.263376388888889,0.259276510416667,1.49511036416346,0.700158611111111,0.70300037037037,0.633493888888889,-0.123347840727048
"random",0.666457986111111,0.333542013888889,-0.244670085395133,0.750234839134541,52.5547445255474,66,0.333542013888889,11830,80,170,0.261454166666667,0.25903625,1.49834543494385,0.700215092592592,0.699287962962963,0.633164444444445,0.0861246009658997
"random",0.666596458333333,0.333403541666667,-0.203052832831293,0.750078992693918,53.3333333333333,65,0.333403541666667,11836,84,164,0.2630625,0.25907421875,1.49932948130449,0.699813888888889,0.700552314814815,0.633009814814815,-0.0167583740178347
"random",0.667521550925926,0.332478449074074,0.0749799123141962,0.749039486899629,48,60,0.332478449074074,11820,95,180,0.264256944444444,0.261050729166667,1.49480253928682,0.702030185185185,0.701471759259259,0.63329212962963,-0.108383119807533
"random",0.666612592592593,0.333387407407407,-0.198203748070908,0.750060838267993,50.7042253521127,65,0.333387407407407,11823,90,177,0.2651875,0.259140104166667,1.49807087333602,0.700716574074074,0.700159351851852,0.632787222222222,0.16165764079343
"random",0.666411574074074,0.333588425925926,-0.258619030796412,0.75028708901809,54.5454545454545,68,0.333588425925926,11837,84,163,0.269723611111111,0.258539479166667,1.49919465541108,0.699358148148148,0.700598148148148,0.632845,0.100117589647935
"random",0.667898263888889,0.332101736111111,0.188199432244572,0.74861700805855,46.1538461538462,62,0.332101736111111,11819,113,181,0.262516666666667,0.260383125,1.49335048562544,0.702346574074074,0.701363703703704,0.633941388888889,0.0477132164606892
"random",0.667166435185185,0.332833564814815,-0.0317486519755672,0.749438181585402,47.682119205298,63,0.332833564814815,11823,105,177,0.262215277777778,0.260195625,1.49554253477101,0.700932222222222,0.70211537037037,0.632809074074074,-0.0782411433560446
"random",0.665378773148148,0.334621226851852,-0.569023069184858,0.751451684631174,54.1353383458647,69,0.334621226851852,11841,78,159,0.263802777777778,0.2584015625,1.49982565333113,0.69953287037037,0.698322407407407,0.631829907407407,-0.178446514848849
"random",0.667390949074074,0.332609050925926,0.0357280669506222,0.749186066568165,52.1739130434783,68,0.332609050925926,11840,91,160,0.264548611111111,0.258431041666667,1.49548838518596,0.701130092592592,0.701309629629629,0.633562037037037,0.0806377295076673
"random",0.667044074074074,0.332955925925926,-0.0685237768589979,0.749575656892015,50,64,0.332955925925926,11842,84,158,0.2611625,0.259273229166667,1.49620717872167,0.698999537037037,0.7027125,0.633232129629629,0.00602135132679006
"random",0.66690724537037,0.33309275462963,-0.109647076742764,0.749729446592415,50.7042253521127,64,0.33309275462963,11830,104,170,0.265411111111111,0.259715208333333,1.49502605811013,0.702571111111111,0.699134907407407,0.632961481481481,0.0415812616242709
"random",0.667314097222222,0.332685902777778,0.0126305613484523,0.749272347281905,48.3221476510067,64,0.332685902777778,11826,108,174,0.261218055555556,0.259345104166667,1.49434177294941,0.699917962962963,0.703024166666667,0.63315712962963,-0.257587253323994
"random",0.667383726851852,0.332616273148148,0.0335574579903755,0.749194174030245,48.6486486486486,61,0.332616273148148,11821,108,179,0.25965,0.260543697916667,1.49575718874791,0.7027275,0.700370555555556,0.633218425925926,0.0633442370611316
"random",0.667936921296296,0.332063078703704,0.199817755845597,0.74857368122371,45.2830188679245,63,0.332063078703704,11822,102,178,0.264626388888889,0.26005453125,1.4917942988234,0.702428148148148,0.702759351851852,0.633280092592593,-0.00750392668523564
"random",0.667505648148148,0.332494351851852,0.0702003983537014,0.749057332154632,48.6486486486486,62,0.332494351851852,11832,108,168,0.260390277777778,0.260259739583333,1.49574454114216,0.701518240740741,0.701109537037037,0.633697407407407,-0.0827716593506746
"random",0.66656525462963,0.33343474537037,-0.212430976672215,0.750114105899234,50.7042253521127,65,0.33343474537037,11834,89,166,0.267640277777778,0.25974890625,1.49680952938689,0.700681111111111,0.700357314814815,0.632611296296296,-0.0134612129653283
"random",0.667453217592593,0.332546782407407,0.0544426121522779,0.749116172970786,50.3496503496503,64,0.332546782407407,11830,106,170,0.260588888888889,0.259274895833333,1.49700142727745,0.701541759259259,0.700272222222222,0.633999444444444,-0.00475302220557762
"random",0.666581712962963,0.333418287037037,-0.207484492791737,0.750095585097129,53.7313432835821,67,0.333418287037037,11839,82,161,0.260086111111111,0.25860609375,1.49892007995995,0.700186944444444,0.699553055555555,0.633293425925926,-0.142471565876154
"random",0.667927962962963,0.332072037037037,0.197125365885375,0.748583721187498,46.1538461538462,59,0.332072037037037,11806,108,194,0.261911111111111,0.261745208333333,1.49252010219976,0.702465833333333,0.702430092592592,0.633407962962963,0.201653463657642
"random",0.667198634259259,0.332801365740741,-0.022071353694758,0.749402013622394,51.4285714285714,62,0.332801365740741,11822,103,178,0.261820833333333,0.26072375,1.49324823876155,0.70120212962963,0.701204814814815,0.633193796296296,0.0907288696038822
"random",0.667180370370371,0.332819629629629,-0.0275604898151723,0.749422528307354,52.9411764705882,66,0.33281962962963,11837,104,163,0.264376388888889,0.258594270833333,1.49744087152454,0.700380185185185,0.701280925925926,0.633530185185185,0.00873804478377208
"random",0.667606342592593,0.332393657407407,0.100463696356525,0.7489443525331,45.2830188679245,61,0.332393657407407,11819,122,181,0.261879166666667,0.260942708333333,1.49459515305697,0.702908611111111,0.701150462962963,0.633183148148148,-0.132209375690223
"random",0.66705474537037,0.33294525462963,-0.0653165629786744,0.749563665456549,53.3333333333333,66,0.33294525462963,11830,72,170,0.264541666666667,0.259080520833333,1.49575479963286,0.698564537037037,0.701552777777778,0.634050833333333,-0.0141821803861633
"random",0.668592314814815,0.331407685185185,0.396793561903663,0.747839885264743,48.6486486486486,64,0.331407685185185,11836,122,164,0.2616375,0.259016302083333,1.49329449500072,0.702579259259259,0.702325740740741,0.63473212962963,0.15915188372323
"random",0.668281967592593,0.331718032407407,0.303519990335105,0.748187178835891,43.3734939759036,56,0.331718032407407,11806,127,194,0.259533333333333,0.2631603125,1.49154267001493,0.703704814814815,0.702608055555556,0.6334075,0.292412531030802
"random",0.667968541666667,0.332031458333333,0.209321127126515,0.748538245158127,47.682119205298,63,0.332031458333333,11819,104,181,0.260463888888889,0.25980546875,1.49450906116122,0.702154722222222,0.70138462962963,0.634167407407407,0.253944239745822
"random",0.668077291666667,0.331922708333333,0.242005488969477,0.748416397678537,45.2830188679245,59,0.331922708333333,11814,112,186,0.261859722222222,0.261539166666667,1.49208587965551,0.701105092592593,0.703975740740741,0.633614166666667,0.233035331599672
"random",0.66706474537037,0.33293525462963,-0.062311104418379,0.749552428711231,49.6551724137931,62,0.33293525462963,11826,100,174,0.262731944444444,0.260660520833333,1.49446013067462,0.70288,0.699435462962963,0.632971759259259,-0.100374466711174
"random",0.666907337962963,0.333092662037037,-0.109619248422761,0.749729342500903,48.9795918367347,62,0.333092662037037,11824,105,176,0.2652875,0.260623958333333,1.49623838245001,0.700918518518518,0.701148981481482,0.632780925925926,0.128444180903043
"random",0.666444513888889,0.333555486111111,-0.248719105955548,0.750250005184019,50.7042253521127,64,0.333555486111111,11826,83,174,0.264844444444444,0.2598990625,1.49849553677334,0.700078888888889,0.700114351851852,0.632792407407407,-0.0163888795822634
"random",0.666863564814815,0.333136435185185,-0.122775086703946,0.749778554986503,52.5547445255474,67,0.333136435185185,11835,83,165,0.262725,0.258354270833333,1.49849826703218,0.700923240740741,0.699876574074074,0.633327222222222,0.256020897138372
"random",0.667919490740741,0.332080509259259,0.194579074605108,0.748593216594842,48,65,0.332080509259259,11832,114,168,0.265138888888889,0.259223958333333,1.49417919726372,0.701643703703704,0.701836481481481,0.634098888888889,-0.0265491044945715
"random",0.666831851851852,0.333168148148148,-0.132306286304866,0.749814212700631,47.0588235294118,60,0.333168148148148,11812,93,188,0.263791666666667,0.261539791666667,1.49563079517197,0.700660740740741,0.701501296296296,0.632582685185185,-0.152198469296116
"random",0.666352384259259,0.333647615740741,-0.276408284358069,0.750353734467113,46.4516129032258,59,0.333647615740741,11817,107,183,0.2624875,0.261782552083333,1.49846662810932,0.699927222222222,0.702264907407408,0.631608703703704,0.104904780477367
"random",0.667201597222222,0.332798402777778,-0.0211808474546371,0.749398685617155,47.0588235294118,59,0.332798402777778,11810,106,190,0.262501388888889,0.261738385416667,1.49404973863888,0.702649351851852,0.701257592592592,0.632449722222222,-0.23579366603977
"random",0.668243287037037,0.331756712962963,0.291894709654104,0.748230486859029,46.1538461538462,62,0.331756712962963,11822,114,178,0.265695833333333,0.260559583333333,1.49020554784627,0.701624259259259,0.704232407407408,0.633558240740741,0.220449634072431
"random",0.666473101851852,0.333526898148148,-0.240127112154745,0.750217823661162,55.3846153846154,67,0.333526898148148,11832,75,168,0.262163888888889,0.2585646875,1.49939144114871,0.699437222222222,0.700101296296296,0.633176944444445,0.174679639143215
"random",0.666885115740741,0.333114884259259,-0.116298045223351,0.749754325292785,50.3496503496503,62,0.333114884259259,11828,97,172,0.263241666666667,0.260236041666667,1.49827798489682,0.701202962962963,0.700031388888889,0.633153055555555,0.00395103391488967
"random",0.668114212962963,0.331885787037037,0.253102031570525,0.748375038726676,46.7532467532468,64,0.331885787037037,11828,109,172,0.263229166666667,0.259126979166667,1.49379316246342,0.699896388888889,0.704875462962963,0.6338425,0.044935598563398
"random",0.66738849537037,0.33261150462963,0.0349906164704663,0.749188821006755,50.3496503496503,63,0.33261150462963,11829,99,171,0.264491666666667,0.259987916666667,1.49537607301837,0.700459351851852,0.70150962962963,0.6337925,-0.00440467652880339
"random",0.667482685185185,0.332517314814815,0.0632989749930899,0.74908310147593,49.6551724137931,64,0.332517314814815,11834,98,166,0.263173611111111,0.259477395833333,1.4949619898276,0.701131111111111,0.701281111111111,0.633759259259259,-0.0977319727561316
"random",0.667676111111111,0.332323888888889,0.121432335478436,0.748866091925809,40.6779661016949,58,0.332323888888889,11807,112,193,0.267263888888889,0.262505989583333,1.49129408482646,0.702938240740741,0.703431574074074,0.632167314814815,-0.216387450314486
"random",0.667261365740741,0.332738634259259,-0.00321766689298847,0.749331559822798,55.3846153846154,71,0.332738634259259,11840,79,160,0.268811111111111,0.257542083333333,1.49693924484277,0.699593055555556,0.700063703703704,0.634694351851852,0.156548271425135
"random",0.667420416666667,0.332579583333333,0.0445844297913674,0.749152988901923,43.6363636363636,53,0.332579583333333,11791,124,209,0.259945833333333,0.265193958333333,1.49447367953828,0.701092592592593,0.702401481481481,0.633093796296296,-0.0783014314946545
"random",0.666538958333333,0.333461041666667,-0.220334219552925,0.750143699402417,48.6486486486486,62,0.333461041666667,11821,101,179,0.264205555555556,0.26073109375,1.49681420028626,0.701166851851852,0.700278796296296,0.632355092592593,-0.189640999945626
"random",0.66814837962963,0.33185162037037,0.263370681651435,0.748336769561818,44.1717791411043,60,0.33185162037037,11812,105,188,0.263363888888889,0.261084791666667,1.49439964924662,0.703229814814815,0.70210537037037,0.633629166666667,0.0442012560380246
"random",0.668811111111111,0.331188888888889,0.462551882069792,0.747595235326367,44.4444444444444,60,0.331188888888889,11819,122,181,0.2582625,0.260916770833333,1.49132553512104,0.701873425925926,0.705216388888889,0.634077314814815,-0.118522913960548
"random",0.666312824074074,0.333687175925926,-0.288297934079112,0.750398284311597,54.1353383458647,67,0.333687175925926,11839,100,161,0.261733333333333,0.258959947916667,1.4988338134489,0.70047037037037,0.698612407407407,0.633084259259259,-0.0192311499438779
"random",0.667291041666667,0.332708958333333,0.00570130966783802,0.749298235371435,50.3496503496503,66,0.332708958333333,11830,98,170,0.264863888888889,0.259092291666667,1.49426516612892,0.702020092592593,0.700632222222222,0.633255925925926,-0.023468265642972
"random",0.667262962962963,0.332737037037037,-0.00273762837296632,0.749329766153607,45.2830188679245,58,0.332737037037037,11816,126,184,0.2627125,0.262481979166667,1.49394987091264,0.701544166666667,0.701955833333334,0.632775925925926,-0.107446494757518
"random",0.666457546296296,0.333542453703704,-0.244802269915138,0.750235334236441,49.3150684931507,63,0.333542453703704,11835,95,165,0.263034722222222,0.260576354166667,1.49664928500933,0.701131481481481,0.69961962962963,0.632539537037037,0.0299892636367171
"random",0.668272337962963,0.331727662037037,0.300625845054887,0.748197960017479,43.3734939759036,59,0.331727662037037,11819,116,181,0.26195,0.261439947916667,1.49135212265971,0.703134907407407,0.702867962962963,0.633543240740741,-0.0319178011912806
"random",0.666763472222222,0.333236527777778,-0.152857500626769,0.749891109561799,48.6486486486486,60,0.333236527777778,11820,107,180,0.266245833333333,0.261245104166667,1.4968842241859,0.699881203703704,0.701434166666667,0.632869259259259,0.151261010478738
"random",0.667374259259259,0.332625740740741,0.0307120122701209,0.749204802347286,51.063829787234,64,0.332625740740741,11826,109,174,0.264426388888889,0.259719114583333,1.49533527079732,0.701024907407408,0.70078287037037,0.63384462962963,0.111857342599685
"random",0.668156111111111,0.331843888888889,0.26569434637168,0.748328110280282,46.7532467532468,64,0.331843888888889,11833,106,167,0.265104166666667,0.25924359375,1.49229682612776,0.704607407407407,0.700493888888889,0.633761574074074,0.119004003109852
"random",0.667233055555556,0.332766944444444,-0.011726175733783,0.749363353384354,48,60,0.332766944444444,11817,103,183,0.2632,0.26130265625,1.49531628681007,0.700873981481481,0.701838425925926,0.633109907407407,0.0859558057306598
"random",0.66786800925926,0.33213199074074,0.179106528683787,0.748650920643071,48.3221476510067,62,0.332131990740741,11828,112,172,0.261556944444444,0.260212239583333,1.4944684332997,0.702605185185185,0.701157777777778,0.633854537037037,-0.166621544261681
"random",0.665759606481481,0.334240393518519,-0.45456518901441,0.751021833004385,56.6929133858268,67,0.334240393518519,11833,80,167,0.265220833333333,0.258721875,1.5008824069726,0.698917407407407,0.699163981481481,0.632478518518519,0.035302782785576
"random",0.667971365740741,0.332028634259259,0.210169890886615,0.748535080460417,51.4285714285714,66,0.332028634259259,11834,97,166,0.262843055555556,0.258568802083333,1.4949322943281,0.700410740740741,0.702275648148148,0.634599537037037,-0.170516414418253
